Latitude,Longitude,Name,Area,Type,Farenheit,Celsius
40.967,-114.515,Johnson Ranch Springs,Elko,Hotspring,72.0,22.0
36.205,-115.141,Kyle Spring,Las Vegas,Hotspring,75.0,24.0
39.8,-114.653,Upper Shellbourne Spring,Ely,Hotspring,74.0,23.0
36.428,-116.303,Button Springs,Death Valley,Hotspring,93.0,34.0
38.383,-115.153,Hot Creek Ranch Spring,Lund,Hotspring,90.0,32.0
39.283,-114.866,Lackawanna Hot Springs,Ely,Hotspring,95.0,35.0
38.532,-116.465,Upper Warm Spring,Tonopah,Hotspring,95.0,35.0
38.823,-116.717,South Mosquito Creek Ranch Springs,Tonopah,Hotspring,95.0,35.0
40.829,-117.306,Brooks Spring,Winnemucca,Hotspring,93.0,34.0
40.992,-117.763,Spring,Winnemucca,Hotspring,93.0,34.0
41.971,-114.574,Warm Springs,Wells,Hotspring,95.0,35.0
38.95,-115.7,Big Warm Spring,Lund,Hotspring,93.0,34.0
37.463,-115.192,Ash Springs,Caliente,Hotspring,97.0,36.0
36.464,-116.319,Parent Springs,Death Valley,Hotspring,93.0,34.0
38.352,-115.181,Moon River Spring,Lund,Hotspring,92.0,33.0
36.402,-116.274,"Point of Rocks Springs, King Sprin",Death Valley,Hotspring,91.0,33.0
36.421,-116.322,Crystal Pool,Death Valley,Hotspring,91.0,33.0
36.425,-116.291,Devils Hole,Death Valley,Hotspring,92.0,33.0
39.068,-119.786,Springs,Reno,Hotspring,90.0,32.0
38.954,-117.049,Big Blue (A) Spring,Tonopah,Hotspring,90.0,32.0
40.087,-114.647,Collar And Elbow Spring,Elko,Hotspring,93.0,34.0
36.378,-114.443,Rogers Spring,Las Vegas,Hotspring,82.0,28.0
39.943,-116.073,Shipley Hot Spring,Millett,Hotspring,106.0,41.0
38.698,-116.435,"Upper Warm Spring, Warm Spring",Tonopah,Hotspring,106.0,41.0
41.53,-118.57,Spring,Vya,Hotspring,104.0,40.0
41.877,-115.628,Rowland Hot Springs,Wells,Hotspring,104.0,40.0
40.035,-117.604,Lower Ranch Hot Springs,Winnemucca,Hotspring,104.0,40.0
40.187,-116.79,Chillis Hot Spring,Winnemucca,Hotspring,102.0,39.0
39.988,-116.044,Siri Ranch Spring,Millett,Hotspring,95.0,35.0
39.421,-119.758,Zolezzi Spring,Reno,Hotspring,102.0,39.0
38.531,-116.405,Old Dugan Ranch Hot Springs,Tonopah,Hotspring,102.0,39.0
36.968,-116.723,Burrell Hot Spring,Death Valley,Hotspring,102.0,39.0
38.343,-118.103,Soda Springs,Walker Lake,Hotspring,100.0,38.0
38.556,-115.767,"Lockes Big Spring, Hay Corral Spr",Lund,Hotspring,100.0,38.0
38.594,-115.138,Moorman Spring,Lund,Hotspring,100.0,38.0
38.398,-115.862,Storm Spring,Lund,Hotspring,99.0,37.0
41.19,-115.287,Hot Spring,Wells,Hotspring,97.0,36.0
37.822,-117.48,Pearl Hot Springs,Goldfield,Hotspring,97.0,36.0
39.159,-119.737,Nevada State Prison Spring,Reno,Hotspring,75.0,24.0
40.025,-117.646,Spring,Winnemucca,Hotspring,83.0,28.0
40.83,-119.538,Springs,Lovelock,Hotspring,84.0,29.0
39.442,-119.743,Double Diamond Spring,Reno,Hotspring,84.0,29.0
39.413,-114.779,Mcgill Spring,Ely,Hotspring,84.0,29.0
39.458,-114.756,Schoolhouse Spring,Ely,Hotspring,84.0,29.0
36.375,-116.274,Big (Ash Meadows) Spring,Death Valley,Hotspring,83.0,28.0
38.292,-114.272,Hammond Ranch Spring,Lund,Hotspring,84.0,29.0
41.398,-119.165,Spring,Vya,Hotspring,84.0,29.0
41.732,-119.785,Seeps (Hills Warm Spring),Vya,Hotspring,83.0,28.0
38.563,-115.528,Blue Eagle Springs,Lund,Hotspring,84.0,29.0
40.873,-117.937,Rose Creek Spring,Winnemucca,Hotspring,83.0,28.0
39.917,-114.667,Spring,Ely,Hotspring,83.0,28.0
36.39,-116.278,Jack Rabbit Spring,Death Valley,Hotspring,82.0,28.0
36.437,-116.206,Spring,Death Valley,Hotspring,82.0,28.0
38.937,-115.695,Little Warm Spring,Lund,Hotspring,90.0,32.0
36.479,-116.326,Rogers Spring,Death Valley,Hotspring,82.0,28.0
40.29,-116.049,Carlotti Ranch Springs,Winnemucca,Hotspring,102.0,39.0
36.468,-116.325,Longstreet Spring,Death Valley,Hotspring,82.0,28.0
36.722,-114.716,Muddy Spring,Las Vegas,Hotspring,90.0,32.0
37.532,-115.233,Crystal Springs,Caliente,Hotspring,90.0,32.0
37.598,-115.215,Hiko Spring,Caliente,Hotspring,90.0,32.0
36.404,-116.383,Spring,Death Valley,Hotspring,90.0,32.0
37.996,-116.389,Reveille Mill Spring,Goldfield,Hotspring,84.0,29.0
36.71,-114.714,Moapa Warm Springs,Las Vegas,Hotspring,90.0,32.0
35.982,-114.748,Hot Springs,Kingman,Hotspring,86.0,30.0
40.929,-116.895,Izzenhood Ranch Springs,Winnemucca,Hotspring,88.0,31.0
37.807,-114.38,Panaca Spring,Caliente,Hotspring,88.0,31.0
36.942,-116.729,Spring,Death Valley,Hotspring,88.0,31.0
41.98,-114.376,Hot Spring,Wells,Hotspring,86.0,30.0
36.433,-116.308,Scruggs Springs,Death Valley,Hotspring,86.0,30.0
40.952,-114.751,Ralphs Warm Springs,Elko,Hotspring,86.0,30.0
39.526,-118.876,Soda Lake,Reno,Hotspring,86.0,30.0
38.027,-116.683,Spring,Tonopah,Hotspring,86.0,30.0
37.741,-115.753,Sand Spring,Caliente,Hotspring,86.0,30.0
36.918,-116.744,Beatty Municipal Spring,Death Valley,Hotspring,88.0,31.0
38.255,-116.829,Saulsbury Warm Spring,Tonopah,Hotspring,86.0,30.0
42.48,-73.37,Lebanon Spring,Albany,Hotspring,72.0,22.0
44.241,-122.058,Bigelow Hot Springs,Salem,Hotspring,142.0,61.0
44.862,-121.201,Kahneeta Hot Springs,Bend,Hotspring,126.0,52.0
44.927,-117.939,Radium Hot Springs,Baker,Hotspring,135.0,57.0
44.354,-118.574,Blue Mountain Hot Springs,Canyon City,Hotspring,136.0,58.0
44.936,-122.173,Bagby Hot Springs,Salem,Hotspring,136.0,58.0
43.944,-118.136,Beulah Hot Springs,Burns,Hotspring,140.0,60.0
43.763,-117.156,Mitchell Butte Hot Spring,Boise,Hotspring,144.0,62.0
42.116,-121.287,Oregon Hot Springs (Big Hot Spring,Klamath Falls,Hotspring,142.0,61.0
45.151,-118.659,Lehman Springs,Pendleton,Hotspring,142.0,61.0
43.719,-121.209,East Lake Hot Springs,Crescent,Hotspring,144.0,62.0
43.469,-118.202,Luce Hot Springs,Burns,Hotspring,145.0,63.0
45.018,-117.625,Medical Hot Springs,Grangeville,Hotspring,140.0,60.0
44.867,-121.228,Springs,Bend,Hotspring,125.0,52.0
42.188,-118.383,Flagstaff Butte Hot Spring,Adel,Hotspring,126.0,52.0
44.451,-119.105,Mount Vernon Hot Springs,Canyon City,Hotspring,121.0,49.0
42.977,-117.061,Canters Hot Spring,Jordan Valley,Hotspring,120.0,49.0
43.294,-122.367,Umpqua Hot Springs,Roseburg,Hotspring,117.0,47.0
44.002,-119.647,Weberg Hot Spring,Canyon City,Hotspring,115.0,46.0
43.739,-117.178,Deer Butte Hot Spring,Boise,Hotspring,115.0,46.0
43.795,-117.958,Jonesboro Warm Spring,Boise,Hotspring,112.0,45.0
42.075,-119.927,Hallinan Spring,Adel,Hotspring,113.0,45.0
42.297,-119.776,Fisher Hot Springs,Adel,Hotspring,154.0,68.0
45.013,-117.885,Kropp Hot Spring,Grangeville,Hotspring,109.0,43.0
42.221,-120.368,Hunters Hot Springs,Klamath Falls,Hotspring,205.0,96.0
44.083,-122.233,Cougar Reservoir Hot Springs,Salem,Hotspring,111.0,44.0
44.023,-117.46,Neal Hot Springs,Baker,Hotspring,189.0,87.0
42.431,-121.963,Eagle Point Spring,Klamath Falls,Hotspring,95.0,35.0
43.689,-122.372,Kitson Hot Springs,Roseburg,Hotspring,109.0,43.0
44.813,-117.765,Spring (Hot),Baker,Hotspring,,
43.776,-118.047,Warm Spring,Burns,Hotspring,,
43.793,-118.472,Sitz Warm Spring,Burns,Hotspring,,
43.86,-118.288,Altnow Hot Spring,Burns,Hotspring,,
43.893,-117.596,Springs,Boise,Hotspring,,
45.206,-117.912,Union Station Hot Springs,Grangeville,Hotspring,,
44.208,-117.455,Jamieson Hot Springs,Baker,Hotspring,,
42.338,-118.602,Hot Springs,Adel,Hotspring,207.0,97.0
44.782,-121.975,Breitenbush Hot Springs,Bend,Hotspring,198.0,92.0
42.219,-119.877,Warner Valley Ranch,Adel,Hotspring,198.0,92.0
42.156,-120.345,Barry Ranch Hot Springs,Klamath Falls,Hotspring,190.0,88.0
44.193,-122.049,Belknap Springs,Salem,Hotspring,160.0,71.0
45.021,-122.009,Austin Hot Springs,Vancouver,Hotspring,186.0,86.0
42.676,-118.344,Mickey Springs,Adel,Hotspring,187.0,86.0
44.153,-122.098,Foley Springs,Salem,Hotspring,178.0,81.0
45.244,-117.958,Hot Lake Springs,Grangeville,Hotspring,176.0,80.0
42.544,-118.533,Alvord Hot Springs,Adel,Hotspring,174.0,79.0
43.441,-118.638,Crane Hot Springs,Burns,Hotspring,172.0,78.0
42.226,-119.881,Crump Geyser (Crump Spring),Adel,Hotspring,172.0,78.0
43.727,-117.203,Snively Hot Spring,Boise,Hotspring,170.0,77.0
42.174,-121.615,Olene Gap Hot Springs,Klamath Falls,Hotspring,165.0,74.0
43.708,-122.288,Mccredie Springs,Roseburg,Hotspring,163.0,73.0
43.982,-117.233,Vale Hot Springs,Boise,Hotspring,163.0,73.0
42.162,-120.344,Leithead Hot Spring,Klamath Falls,Hotspring,162.0,72.0
45.372,-121.697,Mount Hood Fumaroles,The Dalles,Hotspring,194.0,90.0
43.264,-119.015,Dunn Spring,Burns,Hotspring,70.0,21.0
42.873,-122.167,Annie Spring,Medford,Hotspring,77.0,25.0
42.133,-121.219,Wilkersons Hot Spring,Klamath Falls,Hotspring,76.0,24.0
43.272,-119.293,Basque Spring,Burns,Hotspring,74.0,23.0
43.276,-119.34,Double O Spring,Burns,Hotspring,74.0,23.0
44.073,-119.427,Brisbois Ranch Springs,Canyon City,Hotspring,72.0,22.0
43.265,-119.276,Johnson Spring,Burns,Hotspring,72.0,22.0
43.281,-119.311,Double O Barnyard Spring,Burns,Hotspring,72.0,22.0
43.501,-119.091,Roadland Spring,Burns,Hotspring,72.0,22.0
43.529,-119.081,Goodman Spring,Burns,Hotspring,72.0,22.0
43.703,-117.19,South Black Willow Spring,Boise,Hotspring,71.0,22.0
42.307,-119.875,Moss Ranch Spring,Adel,Hotspring,72.0,22.0
43.758,-118.067,Juntura Warm Spring 1,Burns,Hotspring,77.0,25.0
43.732,-121.252,Paulina Springs,Crescent,Hotspring,70.0,21.0
42.176,-121.828,Howard Holiday,Klamath Falls,Hotspring,77.0,25.0
43.477,-119.075,Baker Spring,Burns,Hotspring,70.0,21.0
42.178,-121.801,Hardboard Spring,Klamath Falls,Hotspring,70.0,21.0
42.325,-120.327,White Rock Ranch Hot Spring,Klamath Falls,Hotspring,71.0,21.0
43.252,-119.258,Hughet Spring,Burns,Hotspring,68.0,20.0
42.38,-120.33,Bean Hot Spring,Klamath Falls,Hotspring,69.0,20.0
42.933,-120.642,Lost Cabin Spring,Klamath Falls,Hotspring,68.0,20.0
42.998,-120.725,Buckhorn Creek Springs,Klamath Falls,Hotspring,68.0,20.0
42.688,-117.905,Tudors Spring,Jordan Valley,Hotspring,68.0,20.0
42.756,-117.55,Scott Spring,Jordan Valley,Hotspring,68.0,20.0
42.725,-120.646,Summer Lake Hot Spring,Klamath Falls,Hotspring,109.0,43.0
43.757,-118.092,Juntura Warm Spring 2,Burns,Hotspring,95.0,35.0
44.374,-118.738,Limekiln Hot Spring,Canyon City,Hotspring,70.0,21.0
42.221,-122.742,Jackson Hot Springs,Medford,Hotspring,95.0,35.0
44.892,-119.141,Ritter Hot Springs,Canyon City,Hotspring,106.0,41.0
43.808,-122.309,Wall Creek Warm Springs,Roseburg,Hotspring,106.0,41.0
43.395,-118.308,Springs (Hot),Burns,Hotspring,106.0,41.0
43.302,-117.383,Hot Spring,Boise,Hotspring,106.0,41.0
44.28,-118.956,Joaquin Miller Hot Springs,Canyon City,Hotspring,104.0,40.0
42.501,-119.693,Antelope Hot Springs,Adel,Hotspring,104.0,40.0
45.129,-118.738,Hidaway Springs,Pendleton,Hotspring,100.0,38.0
44.975,-118.044,Fisher Hot Springs,Canyon City,Hotspring,99.0,37.0
44.033,-117.449,Bully Creek Spring,Baker,Hotspring,99.0,37.0
42.93,-120.798,Pardon Warm Spring,Klamath Falls,Hotspring,76.0,24.0
42.327,-118.602,Borax Lake (Hot Lake),Adel,Hotspring,97.0,36.0
42.161,-121.627,Crystal Spring,Klamath Falls,Hotspring,78.0,26.0
45.741,-118.233,Bingham Springs,Pendleton,Hotspring,93.0,34.0
42.889,-118.898,Fivemile Spring (Hoghouse Hot Sprs,Adel,Hotspring,80.0,27.0
43.54,-119.081,Millpond Hot Spring,Burns,Hotspring,79.0,26.0
45.891,-116.873,Cook Creek Hot Spring,Grangeville,Hotspring,97.0,36.0
45.295,-121.731,Swim Warm Springs,The Dalles,Hotspring,79.0,26.0
42.04,-120.924,Warm Spring,Klamath Falls,Hotspring,92.0,33.0
44.779,-117.811,Sam O Spring,Baker,Hotspring,80.0,27.0
44.538,-117.417,Nelson Spring,Baker,Hotspring,80.0,27.0
45.631,-119.703,Well Spring,Pendleton,Hotspring,80.0,27.0
42.287,-119.867,Moss Ranch Springs,Adel,Hotspring,83.0,28.0
45.061,-118.455,Warm Mineral Spring,Pendleton,Hotspring,83.0,28.0
43.95,-119.634,Warm Springs,Burns,Hotspring,84.0,29.0
45.295,-117.806,Warm Spring,Grangeville,Hotspring,85.0,29.0
42.815,-118.899,Warm Springs,Adel,Hotspring,89.0,32.0
43.452,-103.508,Hot Brook Springs,Hot Springs,Hotspring,75.0,24.0
43.442,-103.481,Hot Springs,Hot Springs,Hotspring,87.0,31.0
29.178,-102.953,Rio Grande Village Spring,Emory Peak,Hotspring,97.0,36.0
30.823,-105.315,Indian Hot Springs,Marfa,Hotspring,117.0,47.0
30.038,-104.598,Ruidosa Hot Springs,Marfa,Hotspring,113.0,45.0
29.182,-102.992,Hot Springs,Emory Peak,Hotspring,106.0,41.0
30.21,-104.562,Capote Springs,Marfa,Hotspring,99.0,37.0
30.133,-104.602,Nixon Spring,Marfa,Hotspring,90.0,32.0
29.787,-104.462,Springs (Las Cienegas),Presidio,Hotspring,86.0,30.0
30.861,-105.34,Red Bull Spring,Marfa,Hotspring,99.0,37.0
38.85,-112.49,Hatton Hot Spring,Richfield,Hotspring,100.0,38.0
40.176,-111.801,Bird Island,Salt Lake City,Hotspring,86.0,30.0
41.917,-111.958,Gancheff Spring,Ogden,Hotspring,88.0,31.0
37.942,-112.438,Lefevre,Cedar City,Hotspring,90.0,32.0
37.335,-113.687,Veyo Hot Spring,Cedar City,Hotspring,90.0,32.0
40.332,-111.891,Fault Zone Spring,Salt Lake City,Hotspring,90.0,32.0
40.146,-111.806,Lincoln Point Warm Springs,Salt Lake City,Hotspring,90.0,32.0
38.186,-112.912,Us Blm,Richfield,Hotspring,91.0,33.0
41.833,-112.454,Blue Creek Spring,Brigham City,Hotspring,82.0,28.0
40.526,-111.488,Midway Hot Springs,Salt Lake City,Hotspring,100.0,38.0
40.525,-111.468,Midway Hot Springs,Salt Lake City,Hotspring,104.0,40.0
40.038,-111.529,Castilla Springs,Salt Lake City,Hotspring,104.0,40.0
38.217,-112.904,Dotsons (Radium) Warm Spring,Richfield,Hotspring,91.0,33.0
40.465,-109.221,Split Mountain Warm Springs,Vernal,Hotspring,86.0,30.0
40.788,-112.017,Hobo Warm Spring,Tooele,Hotspring,84.0,29.0
40.788,-111.899,Wasatch Hot Springs,Salt Lake City,Hotspring,108.0,42.0
39.35,-113.515,Tule Spring,Delta,Hotspring,82.0,28.0
39.424,-113.485,Coyote Spring,Delta,Hotspring,82.0,28.0
39.842,-113.392,Fish Springs,Delta,Hotspring,82.0,28.0
39.887,-113.413,North Springs,Delta,Hotspring,82.0,28.0
41.756,-113.603,Warm Spring,Brigham City,Hotspring,81.0,27.0
41.038,-111.656,Como Springs,Ogden,Hotspring,81.0,27.0
40.397,-112.421,Morgans Warm Spring,Tooele,Hotspring,80.0,27.0
39.464,-114.038,Gandy Warm Springs,Ely,Hotspring,81.0,27.0
40.447,-110.828,Warm Springs,Salt Lake City,Hotspring,79.0,26.0
37.7,-110.421,Warm Spring,Escalante,Hotspring,79.0,26.0
40.502,-114.038,Blue Lake Spring,Elko,Hotspring,84.0,29.0
38.503,-112.849,Roosevelt Hot Springs,Richfield,Hotspring,133.0,56.0
38.774,-112.096,Richfield Warm Springs,Richfield,Hotspring,73.0,23.0
40.488,-111.911,Crystal Hot Springs,Salt Lake City,Hotspring,187.0,86.0
38.186,-113.197,Thermo Hot Springs,Richfield,Hotspring,185.0,85.0
38.172,-113.204,Thermo Hot Springs,Richfield,Hotspring,181.0,83.0
39.613,-112.729,"Baker (Abraham, Crater) Hot Spring",Delta,Hotspring,180.0,82.0
38.639,-112.098,Red Hill Hot Spring,Richfield,Hotspring,171.0,77.0
38.633,-112.107,Monroe (Cooper) Hot Springs,Richfield,Hotspring,169.0,76.0
38.613,-112.202,Joseph Hot Springs,Richfield,Hotspring,147.0,64.0
39.906,-113.43,Wilson Health Springs,Delta,Hotspring,142.0,61.0
41.138,-112.175,Hooper Hot Springs,Brigham City,Hotspring,140.0,60.0
41.338,-112.031,Utah Hot Springs,Brigham City,Hotspring,138.0,59.0
38.864,-112.506,Meadow Hot Springs,Richfield,Hotspring,106.0,41.0
40.815,-111.918,Becks Hot Spring,Salt Lake City,Hotspring,133.0,56.0
37.189,-113.272,Dixie (Laverkin) Hot Springs,Cedar City,Hotspring,108.0,42.0
41.659,-112.087,Crystal (Madsens) Hot Springs,Brigham City,Hotspring,129.0,54.0
41.855,-112.158,Udy Hot Springs,Brigham City,Hotspring,124.0,51.0
41.578,-112.23,Stinking Hot Springs,Brigham City,Hotspring,118.0,48.0
40.517,-111.475,Midway Hot Spring,Salt Lake City,Hotspring,115.0,46.0
40.536,-111.478,Warm Ditch Spring,Salt Lake City,Hotspring,115.0,46.0
40.35,-111.905,Saratoga Hot Springs,Salt Lake City,Hotspring,111.0,44.0
40.353,-111.895,Crater Hot Spring,Salt Lake City,Hotspring,111.0,44.0
41.901,-112.999,Coyote Spring,Brigham City,Hotspring,109.0,43.0
41.687,-113.986,Spring (Hot),Brigham City,Hotspring,108.0,42.0
41.582,-112.256,Little Mountain Hot Spring,Brigham City,Hotspring,108.0,42.0
41.822,-113.263,L.G. Carter Springs,Brigham City,Hotspring,77.0,25.0
41.236,-111.924,Ogden Hot Spring,Ogden,Hotspring,135.0,57.0
37.178,-113.634,Snow Spring,Cedar City,Hotspring,70.0,21.0
38.34,-113.22,Woodhouse Spring,Richfield,Hotspring,72.0,22.0
38.155,-112.901,Willow Spring,Richfield,Hotspring,72.0,22.0
38.56,-112.578,Sulphurdale,Richfield,Hotspring,72.0,22.0
38.981,-111.829,Salt Spring,Salina,Hotspring,72.0,22.0
37.174,-112.535,Red Canyon,Cedar City,Hotspring,72.0,22.0
41.808,-113.327,W.R. Carter Springs,Brigham City,Hotspring,70.0,21.0
41.818,-113.311,Larson Springs,Brigham City,Hotspring,70.0,21.0
41.829,-113.654,Head Spring,Brigham City,Hotspring,70.0,21.0
40.653,-112.907,Redlum Spring,Tooele,Hotspring,70.0,21.0
40.458,-111.929,Camp Williams,Salt Lake City,Hotspring,70.0,21.0
40.647,-112.524,Grantsville Warm Springs,Tooele,Hotspring,77.0,25.0
39.183,-111.691,Sterling (Peacock) Warm Spring,Price,Hotspring,72.0,22.0
39.246,-111.645,Livingston Warm Springs,Price,Hotspring,73.0,23.0
38.138,-112.863,Big Maple Spring,Richfield,Hotspring,70.0,21.0
37.393,-113.61,Irvine Spring,Cedar City,Hotspring,70.0,21.0
41.563,-113.954,Kimber (Rose) Spring,Brigham City,Hotspring,68.0,20.0
41.614,-113.613,Warm Spring,Brigham City,Hotspring,68.0,20.0
41.328,-111.826,Patio Springs,Ogden,Hotspring,68.0,20.0
40.172,-112.426,Davis,Tooele,Hotspring,68.0,20.0
40.118,-111.337,Diamond Fork Warm Springs,Salt Lake City,Hotspring,68.0,20.0
39.249,-113.877,Knoll Springs,Delta,Hotspring,68.0,20.0
39.403,-113.863,Twin Springs,Delta,Hotspring,68.0,20.0
39.788,-111.881,Ray Lunt Spring,Price,Hotspring,68.0,20.0
38.762,-112.87,Springs,Richfield,Hotspring,68.0,20.0
38.77,-112.871,Coyote Spring,Richfield,Hotspring,68.0,20.0
37.937,-112.424,Tebbs,Cedar City,Hotspring,68.0,20.0
37.096,-113.447,Warner Valley Spring,Cedar City,Hotspring,70.0,21.0
40.565,-112.738,Deseret Livestock South Springs,Tooele,Hotspring,73.0,23.0
37.158,-113.399,Virgin River Spring,Cedar City,Hotspring,70.0,21.0
39.899,-112.045,Springs,Delta,Hotspring,72.0,22.0
38.603,-112.111,Johnson Warm Spring,Richfield,Hotspring,77.0,25.0
41.722,-112.266,Bothwell Warm Springs,Brigham City,Hotspring,75.0,24.0
40.538,-112.747,Deseret Livestock,Tooele,Hotspring,75.0,24.0
40.733,-112.621,Utah Fish And Game Dept,Tooele,Hotspring,75.0,24.0
40.228,-111.867,Warm Springs,Salt Lake City,Hotspring,75.0,24.0
37.137,-113.513,Warm Spring,Cedar City,Hotspring,75.0,24.0
37.138,-113.528,Green Spring,Cedar City,Hotspring,75.0,24.0
37.166,-113.383,Berry Springs,Cedar City,Hotspring,75.0,24.0
41.834,-112.054,Cutler Warm Spring,Brigham City,Hotspring,73.0,23.0
40.614,-112.709,Horseshoe Springs,Tooele,Hotspring,73.0,23.0
41.239,-112.413,Compton Spring,Brigham City,Hotspring,72.0,22.0
40.743,-112.642,Big Warm Springs,Tooele,Hotspring,72.0,22.0
40.558,-112.739,Deseret Livestock South Spring,Tooele,Hotspring,72.0,22.0
40.39,-112.424,Russells Warm Springs,Tooele,Hotspring,72.0,22.0
41.831,-113.391,Pugsley,Brigham City,Hotspring,73.0,23.0
41.449,-112.442,Poulsen Spring (Salt),Brigham City,Hotspring,72.0,22.0
40.167,-111.622,Wood Springs,Salt Lake City,Hotspring,73.0,23.0
40.234,-111.865,Warm Springs,Salt Lake City,Hotspring,77.0,25.0
39.955,-111.858,Goshen Warm Srings,Price,Hotspring,73.0,23.0
39.334,-113.518,South Tule Spring,Delta,Hotspring,77.0,25.0
39.616,-112.803,Fumarole Butte,Delta,Hotspring,73.0,23.0
40.545,-111.928,East Jordan Canal,Salt Lake City,Hotspring,73.0,23.0
41.643,-112.281,Springs,Brigham City,Hotspring,72.0,22.0
37.29,-80.619,New River White Sulphur Springs,Bluefield,Hotspring,85.0,29.0
37.997,-79.83,Hot Springs,Roanoke,Hotspring,106.0,41.0
37.898,-79.462,Rockbridge Baths,Roanoke,Hotspring,72.0,22.0
38.055,-79.78,Warm Springs,Charlottesvill,Hotspring,95.0,35.0
37.963,-79.861,Healing Springs,Roanoke,Hotspring,86.0,30.0
38.238,-79.65,Bragg Spring,Charlottesvill,Hotspring,75.0,24.0
37.645,-80.238,Sweet Chalybeate Spring,Bluefield,Hotspring,75.0,24.0
38.218,-79.673,Bolar Spring,Charlottesvill,Hotspring,73.0,23.0
37.86,-79.988,Layton Spring,Roanoke,Hotspring,72.0,22.0
37.87,-79.933,Falling Spring,Roanoke,Hotspring,77.0,25.0
37.16,-80.806,Alum Springs,Bluefield,Hotspring,72.0,22.0
46.852,-121.758,Mt Rainier Fumaroles,Yakima,Hotspring,162.0,72.0
46.738,-121.562,Ohanapecosh Hot Springs,Yakima,Hotspring,122.0,50.0
47.707,-121.155,Scenic Hot Springs,Wenatchee,Hotspring,122.0,50.0
47.969,-123.864,Sol Duc Hot Springs,Seattle,Hotspring,122.0,50.0
48.974,-119.475,Hot Lake,Okanogan,Hotspring,122.0,50.0
45.658,-121.962,Moffetts (Bonneville) Hot Springs,The Dalles,Hotspring,97.0,36.0
48.906,-119.455,Poison Lake,Okanogan,Hotspring,122.0,50.0
45.701,-121.728,Collins Hot Springs,The Dalles,Hotspring,122.0,50.0
47.484,-121.391,Goldmeyer Hot Springs,Wenatchee,Hotspring,127.0,53.0
46.202,-121.492,Mount Adams Fumaroles,Yakima,Hotspring,150.0,66.0
46.198,-122.197,Mt St Helens Fumaroles,Hoquiam,Hotspring,190.0,88.0
48.789,-121.804,Dorr Fumarole Field,Concrete,Hotspring,194.0,90.0
48.77,-121.813,Sherman Crater Fumaroles,Concrete,Hotspring,266.0,130.0
45.723,-121.927,Rock Creek Hot Springs,The Dalles,Hotspring,,
48.15,-121.062,Gamma Hot Springs,Concrete,Hotspring,140.0,60.0
46.378,-122.265,Green River Soda Spring,Hoquiam,Hotspring,86.0,30.0
46.575,-121.706,Packwood Hot Spring,Yakima,Hotspring,100.0,38.0
47.201,-121.536,Lester Hot Springs,Wenatchee,Hotspring,120.0,49.0
46.024,-118.771,Warm Springs Canyon Warm Spring,Walla Walla,Hotspring,72.0,22.0
46.345,-121.6,Orr Creek Warm Springs,Yakima,Hotspring,72.0,22.0
46.041,-121.181,Fish Hatchery Warm Spring,Yakima,Hotspring,75.0,24.0
46.752,-121.814,Longmire Mineral Springs,Yakima,Hotspring,77.0,25.0
47.892,-121.342,Garland Mineral Springs,Wenatchee,Hotspring,84.0,29.0
46.452,-120.956,Simcoe Soda Springs,Yakima,Hotspring,90.0,32.0
48.254,-121.17,Sulphur Creek Hot Springs,Concrete,Hotspring,99.0,37.0
48.118,-121.192,Kennedy Hot Spring,Concrete,Hotspring,100.0,38.0
48.763,-121.667,Baker Hot Spring,Concrete,Hotspring,108.0,42.0
47.977,-123.682,Olympic Hot Springs,Seattle,Hotspring,118.0,48.0
45.728,-121.8,St Martins Hot Springs,The Dalles,Hotspring,120.0,49.0
45.821,-121.133,Klickitat Mineral Springs,The Dalles,Hotspring,81.0,27.0
38.163,-79.975,Minnehaha Springs,Charlottesvill,Hotspring,70.0,21.0
37.63,-80.24,Old Sweet Spring,Bluefield,Hotspring,73.0,23.0
39.618,-78.23,Berkeley Springs,Cumberland,Hotspring,72.0,22.0
38.605,-79.353,Thorn Spring,Charlottesvill,Hotspring,72.0,22.0
39.471,-77.877,Swan Pond Spring,Baltimore,Hotspring,72.0,22.0
44.29,-110.504,"Hot Springs,heart Lake Geyser Basi",Ashton,Hotspring,201.0,94.0
44.691,-110.728,Geyser Springs Group,Ashton,Hotspring,201.0,94.0
44.554,-110.812,Fountain Group,Ashton,Hotspring,201.0,94.0
44.543,-110.859,Fairy Springs,Ashton,Hotspring,201.0,94.0
44.485,-110.852,"Biscuit Basin, Sapphire Pool",Ashton,Hotspring,201.0,94.0
44.48,-110.85,Cascade Group,Ashton,Hotspring,201.0,94.0
44.46,-110.844,Black Sand Basin,Ashton,Hotspring,201.0,94.0
44.459,-110.835,Myriad Group,Ashton,Hotspring,201.0,94.0
44.307,-110.526,"Hot Springs,heart Lake Geyser Basi",Ashton,Hotspring,201.0,94.0
44.354,-110.8,Shoshone Geyser Basin,Ashton,Hotspring,203.0,95.0
44.568,-110.805,Quagmire Group,Ashton,Hotspring,203.0,95.0
44.537,-110.801,"White Dome Geyser, Surprise Pool",Ashton,Hotspring,203.0,95.0
44.52,-110.828,Flood Group,Ashton,Hotspring,203.0,95.0
44.471,-110.843,"Daisy Group, Sentinel Geysers",Ashton,Hotspring,203.0,95.0
44.466,-110.839,"Middle Group,tortoise Shell,inkwel",Ashton,Hotspring,203.0,95.0
