Date,ProductGroup,SalesRegion,SalesOffice,SalesInUsd,SalesCost,QuantityInvoiced,SKU
2002-10-01,Electrical,Midwest,Chicago,763.184606547024,560.470005224663,2000.99698094699,CPR 00767  0800XR
2002-11-01,Electrical,Midwest,Chicago,415.998414875188,306.097736605423,2809.2037582517,CPR 00767  0800XR
2002-12-01,Electrical,Midwest,Chicago,784.309757908918,577.66667033577,2234.27555539547,CPR 00767  0800XR
2003-01-01,Electrical,Midwest,Chicago,815.933491033016,514.509521416992,1316.58465930042,CPR 00767  0800XR
2003-02-01,Electrical,Midwest,Chicago,717.624123098349,448.7584448974,3247.76350725008,CPR 00767  0800XR
2003-03-01,Electrical,Midwest,Chicago,547.702200683158,348.175081246421,2806.66640524703,CPR 00767  0800XR
2003-04-01,Electrical,Midwest,Chicago,1017.99867102113,632.351412470356,1360.03795817905,CPR 00767  0800XR
2003-05-01,Electrical,Midwest,Chicago,1299.82082380029,827.369252902439,1360.95783325557,CPR 00767  0800XR
2003-06-01,Electrical,Midwest,Chicago,775.11433058959,1208.66096083559,1805.77640841375,CPR 00767  0800XR
2003-07-01,Electrical,Midwest,Chicago,637.518699011589,379.431386253018,999.791720113769,CPR 00767  0800XR
2003-08-01,Electrical,Midwest,Chicago,824.283610942751,493.107807997668,1837.66409967194,CPR 00767  0800XR
2003-09-01,Electrical,Midwest,Chicago,903.689287577689,537.087521432904,1710.30410146577,CPR 00767  0800XR
2003-10-01,Electrical,Midwest,Chicago,348.951001466468,209.074251671051,1278.01147135801,CPR 00767  0800XR
2003-11-01,Electrical,Midwest,Chicago,496.161658896235,293.660919366805,1556.54412106063,CPR 00767  0800XR
2003-12-01,Electrical,Midwest,Chicago,517.63563991728,308.36691503112,3440.77412684686,CPR 00767  0800XR
2001-01-01,Electrical,Midwest,Chicago,456.515422729848,302.96,2360.36583600931,CPR 00767  7000XR
2001-02-01,Electrical,Midwest,Chicago,1306.76508366228,481.757357079298,1679.44708434179,CPR 00767  7000XR
2001-03-01,Electrical,Midwest,Chicago,561.97189725452,374.713747923353,1798.00959540832,CPR 00767  7000XR
2001-04-01,Electrical,Midwest,Chicago,690.730862591777,463.103767757946,2321.09265180284,CPR 00767  7000XR
2001-05-01,Electrical,Midwest,Chicago,703.858803654955,461.726168557207,2313.66448060514,CPR 00767  7000XR
2001-06-01,Electrical,Midwest,Chicago,626.893020534255,410.875348788649,3204.50868798621,CPR 00767  7000XR
2001-07-01,Electrical,Midwest,Chicago,735.237440016605,487.981901220183,1880.056370309,CPR 00767  7000XR
2001-08-01,Electrical,Midwest,Chicago,1015.41303948986,581.769441146266,1916.11095655871,CPR 00767  7000XR
2001-09-01,Electrical,Midwest,Chicago,680.666368160727,451.929793017922,3474.30466986018,CPR 00767  7000XR
2001-10-01,Electrical,Midwest,Chicago,826.552073263498,517.590480919489,2751.69797330138,CPR 00767  7000XR
2001-11-01,Electrical,Midwest,Chicago,612.151339695545,410.801692361221,3208.94630558553,CPR 00767  7000XR
2001-12-01,Electrical,Midwest,Chicago,682.499051292972,456.872295678136,2198.94727239659,CPR 00767  7000XR
2002-01-01,Electrical,Midwest,Chicago,794.813462135835,601.713620650535,2833.57402287026,CPR 00767  7000XR
2002-02-01,Electrical,Midwest,Chicago,767.962545711022,582.84364643025,2797.91268478182,CPR 00767  7000XR
2002-03-01,Electrical,Midwest,Chicago,814.419504549657,619.604976460897,1995.18211201788,CPR 00767  7000XR
2002-04-01,Electrical,Midwest,Chicago,651.927997525051,495.896022502804,1399.09663516863,CPR 00767  7000XR
2002-05-01,Electrical,Midwest,Chicago,922.05699890669,594.145169180434,1801.44633112402,CPR 00767  7000XR
2002-06-01,Electrical,Midwest,Chicago,697.361058001362,524.296106429099,1762.22051830345,CPR 00767  7000XR
2002-07-01,Electrical,Midwest,Chicago,704.192930348039,536.989985212433,2323.79427874015,CPR 00767  7000XR
2002-08-01,Electrical,Midwest,Chicago,803.414834353657,612.884795950528,1520.12147407096,CPR 00767  7000XR
2002-09-01,Electrical,Midwest,Chicago,890.071856881317,678.043938063606,1277.88152774724,CPR 00767  7000XR
2002-10-01,Electrical,Midwest,Chicago,1309.50633421987,999.317604502694,800.62837215113,CPR 00767  7000XR
2002-11-01,Electrical,Midwest,Chicago,443.952,338.532754450805,2317.24853420202,CPR 00767  7000XR
2002-12-01,Electrical,Midwest,Chicago,870.972574917054,670.43038839207,2315.82706177385,CPR 00767  7000XR
2003-01-01,Electrical,Midwest,Chicago,881.119540128862,603.578383141566,600.0,CPR 00767  7000XR
2003-02-01,Electrical,Midwest,Chicago,666.007714864455,456.714613031735,2153.09301829652,CPR 00767  7000XR
2003-03-01,Electrical,Midwest,Chicago,526.671480589569,361.895645419704,1885.28173935043,CPR 00767  7000XR
2003-04-01,Electrical,Midwest,Chicago,1814.90950917534,1227.3188658083,1517.56117124523,CPR 00767  7000XR
2003-05-01,Electrical,Midwest,Chicago,823.805162436725,566.818101425282,2554.8866989018,CPR 00767  7000XR
2003-06-01,Electrical,Midwest,Chicago,1041.94181759906,719.685493228264,1040.43887796184,CPR 00767  7000XR
2003-07-01,Electrical,Midwest,Chicago,1173.5252910617,1109.8912420423,799.456374662107,CPR 00767  7000XR
2003-08-01,Electrical,Midwest,Chicago,631.168334863904,600.24542992507,1437.92761820012,CPR 00767  7000XR
2003-09-01,Electrical,Midwest,Chicago,586.60974358911,559.47295812353,3089.75988606038,CPR 00767  7000XR
2003-10-01,Electrical,Midwest,Chicago,956.166780068802,904.977654649014,1441.9370804138,CPR 00767  7000XR
2003-11-01,Electrical,Midwest,Chicago,1293.44678920771,1227.82068566435,2319.91129436959,CPR 00767  7000XR
2003-12-01,Electrical,Midwest,Chicago,771.57720940096,735.957306592536,2799.97026924088,CPR 00767  7000XR
2001-01-01,Electrical,Midwest,Chicago,506.248,362.384,2158.63366829822,CPR 00767  7300XR
2001-02-01,Electrical,Midwest,Chicago,604.313764112042,573.639411392052,1512.84209281569,CPR 00767  7300XR
2001-03-01,Electrical,Midwest,Chicago,706.069226892543,509.855691123421,1988.2839031129,CPR 00767  7300XR
2001-04-01,Electrical,Midwest,Chicago,848.937975938389,610.205516224678,2377.05558865517,CPR 00767  7300XR
2001-05-01,Electrical,Midwest,Chicago,1432.18142727785,1020.95231871921,1612.25487754466,CPR 00767  7300XR
2001-06-01,Electrical,Midwest,Chicago,1004.32133926028,701.496182384571,1633.35404999251,CPR 00767  7300XR
2001-07-01,Electrical,Midwest,Chicago,841.196202215109,601.684698617952,2325.47583528784,CPR 00767  7300XR
2001-08-01,Electrical,Midwest,Chicago,1062.43899023648,605.271211302085,2315.96285660572,CPR 00767  7300XR
2001-09-01,Electrical,Midwest,Chicago,1182.47378727436,848.894814658404,1201.53552122314,CPR 00767  7300XR
2001-10-01,Electrical,Midwest,Chicago,1227.63669793138,863.803582802125,1314.26826325608,CPR 00767  7300XR
2001-11-01,Electrical,Midwest,Chicago,1419.23104244855,1026.24489197963,1011.11097182044,CPR 00767  7300XR
2001-12-01,Electrical,Midwest,Chicago,633.93481909166,457.725548392908,2708.22697429006,CPR 00767  7300XR
2002-01-01,Electrical,Midwest,Chicago,943.638250074607,747.689630748428,2774.85655955575,CPR 00767  7300XR
2002-02-01,Electrical,Midwest,Chicago,711.517677881381,568.010511470057,3076.09850275128,CPR 00767  7300XR
2002-03-01,Electrical,Midwest,Chicago,1017.62545202944,810.189890989545,1819.70856106332,CPR 00767  7300XR
2002-04-01,Electrical,Midwest,Chicago,1325.95910265573,1053.17994441846,1849.58578725336,CPR 00767  7300XR
2002-05-01,Electrical,Midwest,Chicago,1119.38154386502,812.539188894586,1824.40807445092,CPR 00767  7300XR
2002-06-01,Electrical,Midwest,Chicago,831.757153365257,666.250479597369,2326.55501418014,CPR 00767  7300XR
2002-07-01,Electrical,Midwest,Chicago,1036.61758633165,829.047835220735,1925.60352967297,CPR 00767  7300XR
2002-08-01,Electrical,Midwest,Chicago,1422.98447104198,1139.28808687458,383.413026820038,CPR 00767  7300XR
2002-09-01,Electrical,Midwest,Chicago,792.122255576136,634.198901320596,2156.6068264094,CPR 00767  7300XR
2002-10-01,Electrical,Midwest,Chicago,1105.96142103306,883.962777212948,1297.46713182728,CPR 00767  7300XR
2002-11-01,Electrical,Midwest,Chicago,637.959022923187,510.871430169539,1877.64265075348,CPR 00767  7300XR
2002-12-01,Electrical,Midwest,Chicago,939.861815244726,757.820387046148,2978.64284204897,CPR 00767  7300XR
2003-01-01,Electrical,Midwest,Chicago,1248.30689951575,918.420687038217,503.440881440211,CPR 00767  7300XR
2003-02-01,Electrical,Midwest,Chicago,535.369779166736,392.888119852121,2330.36712149001,CPR 00767  7300XR
2003-03-01,Electrical,Midwest,Chicago,918.626448991854,678.105918516246,770.996787970163,CPR 00767  7300XR
2003-04-01,Electrical,Midwest,Chicago,1968.12288213746,1431.8292753315,671.694220051886,CPR 00767  7300XR
2003-05-01,Electrical,Midwest,Chicago,1206.06118602436,885.43800087515,1723.33084203729,CPR 00767  7300XR
2003-06-01,Electrical,Midwest,Chicago,1151.73744107389,1612.71514627101,504.107317928641,CPR 00767  7300XR
2003-07-01,Electrical,Midwest,Chicago,1552.28529760231,1315.24427036145,48.0,CPR 00767  7300XR
2003-08-01,Electrical,Midwest,Chicago,1244.70093607463,1059.09685619688,1439.02222719375,CPR 00767  7300XR
2003-09-01,Electrical,Midwest,Chicago,1623.20015590092,1378.06299219444,433.78513264959,CPR 00767  7300XR
2003-10-01,Electrical,Midwest,Chicago,1040.56772102591,880.466784598514,1488.69381016426,CPR 00767  7300XR
2003-11-01,Electrical,Midwest,Chicago,732.974059273052,619.189101358127,884.947724301629,CPR 00767  7300XR
2003-12-01,Electrical,Midwest,Chicago,867.498703424252,735.957744222619,1486.91382568023,CPR 00767  7300XR
2001-01-01,Electrical,Midwest,Chicago,684.200388726304,891.74984373786,1583.09228191973,CPR 00777  0400XR
2001-02-01,Electrical,Midwest,Chicago,741.184875491977,966.732249830106,1019.68540980847,CPR 00777  0400XR
2001-03-01,Electrical,Midwest,Chicago,677.165026145299,888.293876434254,1719.36204729098,CPR 00777  0400XR
2001-04-01,Electrical,Midwest,Chicago,519.376302203786,676.087705341955,1805.8097807546,CPR 00777  0400XR
2001-05-01,Electrical,Midwest,Chicago,1314.07950958472,1731.72801895105,622.134065127127,CPR 00777  0400XR
2001-06-01,Electrical,Midwest,Chicago,1313.1833439069,962.988110876257,619.293113529908,CPR 00777  0400XR
2001-07-01,Electrical,Midwest,Chicago,950.2553326817,623.469946759761,1924.90918256,CPR 00777  0400XR
2001-08-01,Electrical,Midwest,Chicago,1146.64350041117,746.857518123629,1014.50573119198,CPR 00777  0400XR
2001-09-01,Electrical,Midwest,Chicago,966.760855436502,621.808001193314,896.223649534482,CPR 00777  0400XR
2001-10-01,Electrical,Midwest,Chicago,971.940199380196,621.81517594368,1459.17218540995,CPR 00777  0400XR
2001-11-01,Electrical,Midwest,Chicago,802.817304404046,504.596588044701,1887.03072911562,CPR 00777  0400XR
2001-12-01,Electrical,Midwest,Chicago,516.424391762333,323.808,1896.8893709573,CPR 00777  0400XR
2002-01-01,Electrical,Midwest,Chicago,1307.0876727099,908.300940465176,559.495737365837,CPR 00777  0400XR
2002-02-01,Electrical,Midwest,Chicago,952.901461249807,662.082668212367,1461.91159560072,CPR 00777  0400XR
2002-03-01,Electrical,Midwest,Chicago,916.175171163934,645.884427741399,1258.83067584665,CPR 00777  0400XR
2002-04-01,Electrical,Midwest,Chicago,950.746854773014,674.578198209923,1376.08836317108,CPR 00777  0400XR
2002-05-01,Electrical,Midwest,Chicago,1373.83747214938,981.214332015588,399.787062297196,CPR 00777  0400XR
2002-06-01,Electrical,Midwest,Chicago,1213.03499856693,883.053812876427,1303.48473800462,CPR 00777  0400XR
2002-07-01,Electrical,Midwest,Chicago,1609.93055023782,1210.3828357774,663.016030355171,CPR 00777  0400XR
2002-08-01,Electrical,Midwest,Chicago,1036.54278598528,785.684078256231,799.987745210675,CPR 00777  0400XR
2002-09-01,Electrical,Midwest,Chicago,666.377446387787,510.024945669452,340.452105672617,CPR 00777  0400XR
2002-10-01,Electrical,Midwest,Chicago,1253.96033822237,956.921407997028,1479.29008406781,CPR 00777  0400XR
2002-11-01,Electrical,Midwest,Chicago,478.784,360.95407381789,1801.07727530817,CPR 00777  0400XR
2002-12-01,Electrical,Midwest,Chicago,1049.21918611279,793.675092995185,2074.73638706067,CPR 00777  0400XR
2003-01-01,Electrical,Midwest,Chicago,1535.70180752194,1046.7624622574,179.977506781646,CPR 00777  0400XR
2003-02-01,Electrical,Midwest,Chicago,899.701053889917,621.554130999535,1219.76820411775,CPR 00777  0400XR
2003-03-01,Electrical,Midwest,Chicago,1323.43770261149,920.822970535193,1480.13301311974,CPR 00777  0400XR
2003-04-01,Electrical,Midwest,Chicago,1281.17101130281,903.184309478881,339.813661046233,CPR 00777  0400XR
2003-05-01,Electrical,Midwest,Chicago,1489.80487555635,1049.04119335783,100.0,CPR 00777  0400XR
2003-06-01,Electrical,Midwest,Chicago,1550.76757533484,1096.4927865717,2060.90695823159,CPR 00777  0400XR
2003-07-01,Electrical,Midwest,Chicago,1436.33058714049,1019.72394286905,800.069707368968,CPR 00777  0400XR
2003-08-01,Electrical,Midwest,Chicago,977.688050080079,693.821253156845,2063.03469430238,CPR 00777  0400XR
2003-09-01,Electrical,Midwest,Chicago,1183.40443093925,827.717041477242,2324.99348699578,CPR 00777  0400XR
2003-10-01,Electrical,Midwest,Chicago,1018.09451544671,712.36717252172,1641.44116944371,CPR 00777  0400XR
2003-11-01,Electrical,Midwest,Chicago,814.093669560128,570.634598526184,3034.6335366675,CPR 00777  0400XR
2003-12-01,Electrical,Midwest,Chicago,1336.17571247281,931.890438566031,1460.96718273155,CPR 00777  0400XR
2001-01-01,Electrical,Midwest,Chicago,1528.57069185785,712.040180803697,427.2,CPR 00778  7200XR
2001-02-01,Electrical,Midwest,Chicago,613.911154908751,1282.86116519752,762.798265123231,CPR 00778  7200XR
2001-03-01,Electrical,Midwest,Chicago,599.147721073584,1352.25882164678,798.207009191978,CPR 00778  7200XR
2001-04-01,Electrical,Midwest,Chicago,1465.61591119129,1574.6500461472,906.319578244344,CPR 00778  7200XR
2001-05-01,Electrical,Midwest,Chicago,767.083432399606,987.698213036385,2256.6354626498,CPR 00778  7200XR
2001-06-01,Electrical,Midwest,Chicago,10.344,1706.77729620971,1565.71138035391,CPR 00778  7200XR
2001-07-01,Electrical,Midwest,Chicago,882.857150868807,2125.32306718714,1264.62849528806,CPR 00778  7200XR
2001-08-01,Electrical,Midwest,Chicago,93.710297412176,2411.95877932958,1466.55347387089,CPR 00778  7200XR
2001-09-01,Electrical,Midwest,Chicago,231.163869885646,1463.57850196393,1490.36970517125,CPR 00778  7200XR
2001-10-01,Electrical,Midwest,Chicago,41.3228678876329,1769.46277843205,1125.51864160122,CPR 00778  7200XR
2001-11-01,Electrical,Midwest,Chicago,834.805836275809,1749.86800821527,1138.37139463974,CPR 00778  7200XR
2001-12-01,Electrical,Midwest,Chicago,746.183515302698,1213.20787609893,792.474291582378,CPR 00778  7200XR
2002-01-01,Electrical,Midwest,Chicago,1113.50795893946,1701.89644562203,1180.19962254333,CPR 00778  7200XR
2002-02-01,Electrical,Midwest,Chicago,197.210742733364,1653.70772403551,1148.17359081323,CPR 00778  7200XR
2002-03-01,Electrical,Midwest,Chicago,862.289926706027,1385.68842670755,920.517840960079,CPR 00778  7200XR
2002-04-01,Electrical,Midwest,Chicago,217.37599732043,2310.26772403498,1488.72421096799,CPR 00778  7200XR
2002-05-01,Electrical,Midwest,Chicago,136.548851926706,2701.08428478866,1701.21294648464,CPR 00778  7200XR
2002-06-01,Electrical,Midwest,Chicago,926.417592721086,1554.78837765906,931.688442576385,CPR 00778  7200XR
2002-07-01,Electrical,Midwest,Chicago,865.034683123672,1387.86142285253,1488.10074677515,CPR 00778  7200XR
2002-08-01,Electrical,Midwest,Chicago,65.3957840786323,2512.15214294517,1468.39192755574,CPR 00778  7200XR
2002-09-01,Electrical,Midwest,Chicago,1807.40828230836,1102.50708136119,627.818719306059,CPR 00778  7200XR
2002-10-01,Electrical,Midwest,Chicago,789.723475908142,985.505447905828,911.749926660198,CPR 00778  7200XR
2002-11-01,Electrical,Midwest,Chicago,756.652247273315,1242.03481682737,740.77704358515,CPR 00778  7200XR
2002-12-01,Electrical,Midwest,Chicago,1499.66427294202,2033.59901346705,947.716176819788,CPR 00778  7200XR
2003-01-01,Electrical,Midwest,Chicago,472.19652315369,600.8,1530.54056283543,CPR 00778  7200XR
2003-02-01,Electrical,Midwest,Chicago,2131.47344769437,1470.9646982725,680.257256771566,CPR 00778  7200XR
2003-03-01,Electrical,Midwest,Chicago,133.918333601995,2186.64518263787,993.333541943054,CPR 00778  7200XR
2003-04-01,Electrical,Midwest,Chicago,565.716068916089,2717.80106536908,1777.45190202441,CPR 00778  7200XR
2003-05-01,Electrical,Midwest,Chicago,48.9969144598669,2984.43745520738,1783.57892211849,CPR 00778  7200XR
2003-06-01,Electrical,Midwest,Chicago,162.592442831874,2308.03984908735,1431.36145063571,CPR 00778  7200XR
2003-07-01,Electrical,Midwest,Chicago,74.7301701348122,752.04069588612,2144.52246097591,CPR 00778  7200XR
2003-08-01,Electrical,Midwest,Chicago,2161.70492115223,1932.60399554836,908.698551008361,CPR 00778  7200XR
2003-09-01,Electrical,Midwest,Chicago,1024.21107389754,2481.71425248932,1842.15639913851,CPR 00778  7200XR
2003-10-01,Electrical,Midwest,Chicago,819.41276828649,986.255754864558,1847.71338167913,CPR 00778  7200XR
2003-11-01,Electrical,Midwest,Chicago,1566.11862865041,1487.26097382492,693.634317031972,CPR 00778  7200XR
2003-12-01,Electrical,Midwest,Chicago,1057.06058262873,2253.21100725746,1062.69148075454,CPR 00778  7200XR
2001-01-01,Electrical,Midwest,Chicago,1632.55658216342,1098.79496605319,821.246388665308,CPR 00800  0400XR
2001-02-01,Electrical,Midwest,Chicago,875.736179752123,1676.79396123969,779.50045095145,CPR 00800  0400XR
2001-03-01,Electrical,Midwest,Chicago,1766.39850727423,1217.82974728466,1119.17236872523,CPR 00800  0400XR
2001-04-01,Electrical,Midwest,Chicago,1439.09961079284,1617.25820090665,179.433546719139,CPR 00800  0400XR
2001-05-01,Electrical,Midwest,Chicago,489.024,1570.78387221375,80.0355567810497,CPR 00800  0400XR
2001-06-01,Electrical,Midwest,Chicago,1360.53294026223,1537.85568746184,60.0,CPR 00800  0400XR
2001-07-01,Electrical,Midwest,Chicago,1097.29468049131,741.419700393153,360.043858017263,CPR 00800  0400XR
2001-08-01,Electrical,Midwest,Chicago,1975.81557429284,1887.27913182661,259.924695829152,CPR 00800  0400XR
2001-09-01,Electrical,Midwest,Chicago,638.491144941165,1546.39200913939,319.86114776482,CPR 00800  0400XR
2001-10-01,Electrical,Midwest,Chicago,1457.99505356793,937.128290370438,219.765962616228,CPR 00800  0400XR
2001-11-01,Electrical,Midwest,Chicago,966.137308473663,1165.28108846373,120.099821310022,CPR 00800  0400XR
2001-12-01,Electrical,Midwest,Chicago,1812.63458375754,1151.68168667322,80.0633785243208,CPR 00800  0400XR
2002-01-01,Electrical,Midwest,Chicago,1164.42950795042,1343.91784748958,479.1689990444,CPR 00800  0400XR
2002-02-01,Electrical,Midwest,Chicago,1664.16431528692,1095.0323299761,1380.57629445349,CPR 00800  0400XR
2002-03-01,Electrical,Midwest,Chicago,961.322196542674,1332.89058017217,1719.73993890506,CPR 00800  0400XR
2002-04-01,Electrical,Midwest,Chicago,1380.42357467685,1646.34718187049,1161.41067065843,CPR 00800  0400XR
2002-05-01,Electrical,Midwest,Chicago,1834.11857285346,1370.19147606614,1523.41268114913,CPR 00800  0400XR
2002-06-01,Electrical,Midwest,Chicago,1298.40247823659,1038.74125313966,1623.7633336304,CPR 00800  0400XR
2002-07-01,Electrical,Midwest,Chicago,1475.22122534058,1859.97683004401,420.390761664363,CPR 00800  0400XR
2002-08-01,Electrical,Midwest,Chicago,1903.66772922601,1498.12751110194,380.011826418953,CPR 00800  0400XR
2002-09-01,Electrical,Midwest,Chicago,1074.14665742475,1573.38726552646,661.255515815723,CPR 00800  0400XR
2002-10-01,Electrical,Midwest,Chicago,1234.43653480104,1678.56263909399,1283.98469632259,CPR 00800  0400XR
2002-11-01,Electrical,Midwest,Chicago,772.451753753886,602.432,1395.29318016305,CPR 00800  0400XR
2002-12-01,Electrical,Midwest,Chicago,1608.39365797018,1186.87725457378,2942.06900172356,CPR 00800  0400XR
2003-01-01,Electrical,Midwest,Chicago,1564.26311408097,1861.12079770763,1675.04555027336,CPR 00800  0400XR
2003-02-01,Electrical,Midwest,Chicago,1259.42588824495,1592.69335222881,1160.92825873288,CPR 00800  0400XR
2003-03-01,Electrical,Midwest,Chicago,2314.42884267217,1745.33538252849,1476.25710261193,CPR 00800  0400XR
2003-04-01,Electrical,Midwest,Chicago,1481.13469562705,1130.376834943,924.96829084684,CPR 00800  0400XR
2003-05-01,Electrical,Midwest,Chicago,2149.38186588657,1637.73323063301,1738.27099397189,CPR 00800  0400XR
2003-06-01,Electrical,Midwest,Chicago,1665.06567334257,1951.81370191779,2059.67715286656,CPR 00800  0400XR
2003-07-01,Electrical,Midwest,Chicago,1867.9388312474,1492.87317198289,1462.47305564371,CPR 00800  0400XR
2003-08-01,Electrical,Midwest,Chicago,1846.96892629813,1456.64905795222,1278.02552053184,CPR 00800  0400XR
2003-09-01,Electrical,Midwest,Chicago,1169.1685694946,1608.64456520338,2075.98346014866,CPR 00800  0400XR
2003-10-01,Electrical,Midwest,Chicago,1148.61771856025,1584.06229003802,2031.53219118709,CPR 00800  0400XR
2003-11-01,Electrical,Midwest,Chicago,1569.16049043515,1236.43960165668,1080.868680611,CPR 00800  0400XR
2003-12-01,Electrical,Midwest,Chicago,2187.44377535158,1725.19935670374,1717.86105059257,CPR 00800  0400XR
2001-01-01,Electrical,Midwest,Chicago,1900.57733993884,1659.2033565801,1063.43857568437,CPR 00800  7000XR
2001-02-01,Electrical,Midwest,Chicago,1773.8632842951,1905.5918705364,1561.25727507839,CPR 00800  7000XR
2001-03-01,Electrical,Midwest,Chicago,2335.63902767403,2068.98892565829,279.466215692997,CPR 00800  7000XR
2001-04-01,Electrical,Midwest,Chicago,1444.61819198181,1305.12482829245,576.920503346657,CPR 00800  7000XR
2001-05-01,Electrical,Midwest,Chicago,933.640056203838,842.046533390648,880.276069626561,CPR 00800  7000XR
2001-06-01,Electrical,Midwest,Chicago,2019.15850748612,1789.36675896115,439.617694667132,CPR 00800  7000XR
2001-07-01,Electrical,Midwest,Chicago,1517.51192155414,1336.58814564917,1120.37115343929,CPR 00800  7000XR
2001-08-01,Electrical,Midwest,Chicago,2207.00404595244,2661.99098921566,1138.79794396102,CPR 00800  7000XR
2001-09-01,Electrical,Midwest,Chicago,2177.77515978577,1808.26477547184,698.587094092991,CPR 00800  7000XR
2001-10-01,Electrical,Midwest,Chicago,1265.62285043382,1777.45148554106,659.676558091136,CPR 00800  7000XR
2001-11-01,Electrical,Midwest,Chicago,1795.70585180664,1462.21709142255,40.0,CPR 00800  7000XR
2001-12-01,Electrical,Midwest,Chicago,1143.65705875951,1650.57502925211,461.450291944645,CPR 00800  7000XR
2002-01-01,Electrical,Midwest,Chicago,1370.98961094039,1931.03221955238,842.569577421278,CPR 00800  7000XR
2002-02-01,Electrical,Midwest,Chicago,2726.5851665127,2336.59964236889,460.938088279505,CPR 00800  7000XR
2002-03-01,Electrical,Midwest,Chicago,2070.44477096338,1852.81272612758,139.69911669165,CPR 00800  7000XR
2002-04-01,Electrical,Midwest,Chicago,1638.03301181928,1447.70791227952,860.0283626642,CPR 00800  7000XR
2002-05-01,Electrical,Midwest,Chicago,1583.87360700072,1457.2847676282,800.109394178428,CPR 00800  7000XR
2002-06-01,Electrical,Midwest,Chicago,826.966854547673,839.59219791002,743.528971930604,CPR 00800  7000XR
2002-07-01,Electrical,Midwest,Chicago,1875.55349748896,1850.99046699582,180.527522764504,CPR 00800  7000XR
2002-08-01,Electrical,Midwest,Chicago,1605.81568482103,1596.51977825361,99.8835490107166,CPR 00800  7000XR
2002-09-01,Electrical,Midwest,Chicago,1332.97834785775,1323.48030114929,1155.16294843396,CPR 00800  7000XR
2002-10-01,Electrical,Midwest,Chicago,2175.46519583387,2152.71666911517,660.332606808256,CPR 00800  7000XR
2002-11-01,Electrical,Midwest,Chicago,1460.29602897158,1424.03238409784,1675.51574426487,CPR 00800  7000XR
2002-12-01,Electrical,Midwest,Chicago,2180.55473678424,2128.61886046712,1375.28312577933,CPR 00800  7000XR
2003-01-01,Electrical,Midwest,Chicago,1097.62741814699,1053.07067710299,1076.63376651575,CPR 00800  7000XR
2003-02-01,Electrical,Midwest,Chicago,2189.77913278916,2162.9195612118,338.629696356357,CPR 00800  7000XR
2003-03-01,Electrical,Midwest,Chicago,1104.42653706878,1083.83567575635,1978.64374990043,CPR 00800  7000XR
2003-04-01,Electrical,Midwest,Chicago,1465.75827832397,1474.02776160049,1439.74323485931,CPR 00800  7000XR
2003-05-01,Electrical,Midwest,Chicago,2757.60573327568,2775.01362563066,1780.31812502573,CPR 00800  7000XR
2003-06-01,Electrical,Midwest,Chicago,2249.30738433284,2254.45215192206,1644.39936646273,CPR 00800  7000XR
2003-07-01,Electrical,Midwest,Chicago,1603.87237111624,1567.90313586044,898.186895354749,CPR 00800  7000XR
2003-08-01,Electrical,Midwest,Chicago,2262.44032924044,2165.54912822743,1680.21693739755,CPR 00800  7000XR
2003-09-01,Electrical,Midwest,Chicago,758.255999999999,728.199999999999,1356.74899715388,CPR 00800  7000XR
2003-10-01,Electrical,Midwest,Chicago,2426.17061252742,2304.60113405163,1556.43930567224,CPR 00800  7000XR
2003-11-01,Electrical,Midwest,Chicago,1783.66828531873,1720.27597902659,1219.21627729729,CPR 00800  7000XR
2003-12-01,Electrical,Midwest,Chicago,1744.23131222457,1683.77606776326,1157.25245926427,CPR 00800  7000XR
2001-01-01,Electrical,Midwest,Chicago,1685.21431223076,1679.30293047175,1133.81998300121,CPR 00800  7200XR
2001-02-01,Electrical,Midwest,Chicago,751.840652573291,748.919875928164,1800.61244081062,CPR 00800  7200XR
2001-03-01,Electrical,Midwest,Chicago,1647.13439984944,1682.72002588225,1319.51528232943,CPR 00800  7200XR
2001-04-01,Electrical,Midwest,Chicago,210.279255374692,207.892765958186,1088.93788138251,CPR 00800  7200XR
2001-05-01,Electrical,Midwest,Chicago,895.485417351449,99.144,951.833753102098,CPR 00800  7200XR
2001-06-01,Electrical,Midwest,Chicago,655.583618999153,647.136832622241,1426.4338720059,CPR 00800  7200XR
2001-07-01,Electrical,Midwest,Chicago,1030.41379320998,1023.17213198463,1964.23863791285,CPR 00800  7200XR
2001-08-01,Electrical,Midwest,Chicago,1195.13526868146,1163.35628298953,494.481123740129,CPR 00800  7200XR
2001-09-01,Electrical,Midwest,Chicago,1113.35901924313,1030.86145812983,1222.23897104883,CPR 00800  7200XR
2001-10-01,Electrical,Midwest,Chicago,1073.91090856456,979.295748369182,444.0,CPR 00800  7200XR
2001-11-01,Electrical,Midwest,Chicago,133.112,119.221384165365,1586.73842589797,CPR 00800  7200XR
2001-12-01,Electrical,Midwest,Chicago,307.763479917226,279.772756744513,1520.75623352442,CPR 00800  7200XR
2002-01-01,Electrical,Midwest,Chicago,385.040535126609,385.516898732722,1505.36810526583,CPR 00800  7200XR
2002-02-01,Electrical,Midwest,Chicago,340.45825930522,339.448030227899,2046.88438543626,CPR 00800  7200XR
2002-03-01,Electrical,Midwest,Chicago,696.610115356333,721.401545393168,1866.08465171912,CPR 00800  7200XR
