regionname,protractionname,date,oil,gas
Central,South Pelto Area,1999-05-01,289601.0,4153887.0
Central,South Pelto Area,1999-06-01,281057.0,4120806.0
Central,South Pelto Area,1999-07-01,249732.0,3927335.0
Central,South Pelto Area,1999-08-01,260017.0,4071046.0
Central,South Pelto Area,1999-09-01,245425.0,3959181.0
Central,South Pelto Area,1999-10-01,246545.0,4095905.0
Central,South Pelto Area,1999-11-01,236700.0,3609762.0
Central,South Pelto Area,1999-12-01,244138.0,3455338.0
Central,South Pelto Area,2000-01-01,248040.0,3545070.0
Central,South Pelto Area,2000-02-01,201935.0,3239732.0
Central,South Pelto Area,2000-03-01,208435.0,3285777.0
Central,South Pelto Area,2000-04-01,189441.0,3107391.0
Central,South Pelto Area,2000-05-01,192508.0,2917153.0
Central,South Pelto Area,2000-06-01,199628.0,2785097.0
Central,South Pelto Area,2000-07-01,213090.0,3112803.0
Central,South Pelto Area,2000-08-01,232331.0,3571603.0
Central,South Pelto Area,2000-09-01,221394.0,3259073.0
Central,South Pelto Area,2000-10-01,232470.0,3221987.0
Central,South Pelto Area,2000-11-01,183883.0,3392314.0
Central,South Pelto Area,2000-12-01,230176.0,3109604.0
Central,South Pelto Area,2001-01-01,261910.0,4610586.0
Central,South Pelto Area,2001-02-01,235504.0,3904510.0
Central,South Pelto Area,2001-03-01,256630.0,4602118.0
Central,South Pelto Area,2001-04-01,262300.0,5015311.0
Central,South Pelto Area,2001-05-01,279852.0,5074114.0
Central,South Pelto Area,2001-06-01,270493.0,4021779.0
Central,South Pelto Area,2001-07-01,262214.0,4048234.0
Central,South Pelto Area,2001-08-01,246357.0,3744357.0
Central,South Pelto Area,2001-09-01,246310.0,3530903.0
Central,South Pelto Area,2001-10-01,226806.0,3419332.0
Central,South Pelto Area,2001-11-01,216165.0,3403149.0
Central,South Pelto Area,2001-12-01,220320.0,3789025.0
Central,South Pelto Area,2002-01-01,233499.0,3628056.0
Central,South Pelto Area,2002-02-01,217507.0,3017532.0
Central,South Pelto Area,2002-03-01,225315.0,3636382.0
Central,South Pelto Area,2002-04-01,215302.0,3661817.0
Central,South Pelto Area,2002-05-01,210434.0,3831499.0
Central,South Pelto Area,2002-06-01,195932.0,3941531.0
Central,South Pelto Area,2002-07-01,203245.0,4057616.0
Central,South Pelto Area,2002-08-01,206557.0,3736742.0
Central,South Pelto Area,2002-09-01,156180.0,2978683.0
Central,South Pelto Area,2002-10-01,115432.0,2632008.0
Central,South Pelto Area,2002-11-01,167261.0,3126149.0
Central,South Pelto Area,2002-12-01,193992.0,3548182.0
Central,South Pelto Area,2003-01-01,174714.0,3298254.0
Central,South Pelto Area,2003-02-01,150274.0,2911859.0
Central,South Pelto Area,2003-03-01,160406.0,3293784.0
Central,South Pelto Area,2003-04-01,145151.0,3098344.0
Central,South Pelto Area,2003-05-01,138166.0,3194481.0
Central,South Pelto Area,2003-06-01,131021.0,2829575.0
Central,South Pelto Area,2003-07-01,149426.0,3007699.0
Central,South Pelto Area,2003-08-01,151017.0,2832473.0
Central,South Pelto Area,2003-09-01,138074.0,2505255.0
Central,South Pelto Area,2003-10-01,161402.0,2487718.0
Central,South Pelto Area,2003-11-01,146214.0,2282380.0
Central,South Pelto Area,2003-12-01,154514.0,2488291.0
Central,South Pelto Area,2004-01-01,160221.0,2394650.0
Central,South Pelto Area,2004-02-01,152901.0,2216435.0
Central,South Pelto Area,2004-03-01,183664.0,2752352.0
Central,South Pelto Area,2004-04-01,231840.0,2965891.0
Central,South Pelto Area,2004-05-01,261064.0,2927386.0
Central,South Pelto Area,2004-06-01,238040.0,2635235.0
Central,South Pelto Area,2004-07-01,237269.0,2543536.0
Central,South Pelto Area,2004-08-01,217803.0,2298113.0
Central,South Pelto Area,2004-09-01,168491.0,1926387.0
Central,South Pelto Area,2004-10-01,179047.0,2134854.0
Central,South Pelto Area,2004-11-01,186760.0,1920875.0
Central,South Pelto Area,2004-12-01,165229.0,1841965.0
Central,South Pelto Area,2005-01-01,152780.0,1811136.0
Central,South Pelto Area,2005-02-01,127055.0,1672641.0
Central,South Pelto Area,2005-03-01,172368.0,1904663.0
Central,South Pelto Area,2005-04-01,177212.0,1727962.0
Central,South Pelto Area,2005-05-01,178837.0,1688200.0
Central,South Pelto Area,2005-06-01,171874.0,1520720.0
Central,South Pelto Area,2005-07-01,154769.0,1409171.0
Central,South Pelto Area,2005-08-01,150723.0,1378326.0
Central,South Pelto Area,2005-09-01,33833.0,543007.0
Central,South Pelto Area,2005-10-01,101643.0,993220.0
Central,South Pelto Area,2005-11-01,165487.0,1136197.0
Central,South Pelto Area,2005-12-01,158926.0,1091686.0
Central,South Pelto Area,2006-01-01,137649.0,932834.0
Central,South Pelto Area,2006-02-01,141106.0,823772.0
Central,South Pelto Area,2006-03-01,155751.0,1058306.0
Central,South Timbalier Area,1996-01-01,1822639.0,21260756.0
Central,South Timbalier Area,1996-02-01,1574595.0,19662401.0
Central,South Timbalier Area,1996-03-01,1653221.0,20611981.0
Central,South Timbalier Area,1996-04-01,1600188.0,18785175.0
Central,South Timbalier Area,1996-05-01,1598591.0,18923619.0
Central,South Timbalier Area,1996-06-01,1562190.0,18794745.0
Central,South Timbalier Area,1996-07-01,1769714.0,21725000.0
Central,South Timbalier Area,1996-08-01,1803086.0,21855097.0
Central,South Timbalier Area,1996-09-01,1967514.0,24288449.0
Central,South Timbalier Area,1996-10-01,1889528.0,24234920.0
Central,South Timbalier Area,1996-11-01,1900502.0,25926590.0
Central,South Timbalier Area,1996-12-01,1989656.0,27716857.0
Central,South Timbalier Area,1997-01-01,2004436.0,26580968.0
Central,South Timbalier Area,1997-02-01,1816933.0,23837887.0
Central,South Timbalier Area,1997-03-01,2044472.0,26341842.0
Central,South Timbalier Area,1997-04-01,1932804.0,25485134.0
Central,South Timbalier Area,1997-05-01,1843644.0,24945450.0
Central,South Timbalier Area,1997-06-01,2003529.0,25924349.0
Central,South Timbalier Area,1997-07-01,1951233.0,23169403.0
Central,South Timbalier Area,1997-08-01,1992265.0,23423625.0
Central,South Timbalier Area,1997-09-01,1903669.0,23837209.0
Central,South Timbalier Area,1997-10-01,2370615.0,25042886.0
Central,South Timbalier Area,1997-11-01,2281984.0,24407797.0
Central,South Timbalier Area,1997-12-01,2367512.0,24375071.0
Central,South Timbalier Area,1998-01-01,2235270.0,26479376.0
Central,South Timbalier Area,1998-02-01,2041828.0,23815103.0
Central,South Timbalier Area,1998-03-01,2252245.0,27781596.0
Central,South Timbalier Area,1998-04-01,2118308.0,27893207.0
Central,South Timbalier Area,1998-05-01,2042275.0,30111674.0
Central,South Timbalier Area,1998-06-01,2179360.0,30959860.0
Central,South Timbalier Area,1998-07-01,2119844.0,30530044.0
Central,South Timbalier Area,1998-08-01,2249149.0,31088420.0
Central,South Timbalier Area,1998-09-01,1503911.0,21627589.0
Central,South Timbalier Area,1998-10-01,1940775.0,26514456.0
Central,South Timbalier Area,1998-11-01,1652143.0,22747512.0
Central,South Timbalier Area,1998-12-01,1840865.0,24787770.0
Central,South Timbalier Area,1999-01-01,1797797.0,24392294.0
Central,South Timbalier Area,1999-02-01,1626179.0,23064898.0
Central,South Timbalier Area,1999-03-01,1849065.0,25126216.0
Central,South Timbalier Area,1999-04-01,1878583.0,24680252.0
Central,South Timbalier Area,1999-05-01,1993568.0,25360943.0
Central,South Timbalier Area,1999-06-01,2070322.0,24744466.0
Central,South Timbalier Area,1999-07-01,2145809.0,26230475.0
Central,South Timbalier Area,1999-08-01,2058617.0,25172915.0
Central,South Timbalier Area,1999-09-01,2197948.0,24411425.0
Central,South Timbalier Area,1999-10-01,2263287.0,24767365.0
Central,South Timbalier Area,1999-11-01,2081088.0,22367149.0
Central,South Timbalier Area,1999-12-01,2100901.0,23407727.0
Central,South Timbalier Area,2000-01-01,2043457.0,24087497.0
Central,South Timbalier Area,2000-02-01,1898455.0,22113251.0
Central,South Timbalier Area,2000-03-01,2000656.0,23807758.0
Central,South Timbalier Area,2000-04-01,1794674.0,22633809.0
Central,South Timbalier Area,2000-05-01,1985538.0,23583464.0
Central,South Timbalier Area,2000-06-01,2050742.0,23352245.0
Central,South Timbalier Area,2000-07-01,2341492.0,25790036.0
Central,South Timbalier Area,2000-08-01,2484670.0,26202346.0
Central,South Timbalier Area,2000-09-01,2374876.0,26971178.0
Central,South Timbalier Area,2000-10-01,2411422.0,28429005.0
Central,South Timbalier Area,2000-11-01,2370520.0,27586433.0
Central,South Timbalier Area,2000-12-01,2399719.0,26669955.0
Central,South Timbalier Area,2001-01-01,2369612.0,28391139.0
Central,South Timbalier Area,2001-02-01,2256884.0,26680535.0
Central,South Timbalier Area,2001-03-01,2405872.0,27869796.0
Central,South Timbalier Area,2001-04-01,2355806.0,26701047.0
Central,South Timbalier Area,2001-05-01,2433250.0,26234166.0
Central,South Timbalier Area,2001-06-01,2411355.0,25271743.0
Central,South Timbalier Area,2001-07-01,2526514.0,26943062.0
Central,South Timbalier Area,2001-08-01,2347016.0,24686464.0
Central,South Timbalier Area,2001-09-01,2358089.0,25400166.0
Central,South Timbalier Area,2001-10-01,2658745.0,27205899.0
Central,South Timbalier Area,2001-11-01,2539303.0,27030723.0
Central,South Timbalier Area,2001-12-01,2675977.0,29197592.0
Central,South Timbalier Area,2002-01-01,2696074.0,29377690.0
Central,South Timbalier Area,2002-02-01,2485252.0,27587452.0
Central,South Timbalier Area,2002-03-01,2850577.0,31794315.0
Central,South Timbalier Area,2002-04-01,2761508.0,30412118.0
Central,South Timbalier Area,2002-05-01,2770381.0,34321136.0
Central,South Timbalier Area,2002-06-01,2503229.0,33427751.0
Central,South Timbalier Area,2002-07-01,2626006.0,34242580.0
Central,South Timbalier Area,2002-08-01,2491378.0,32434202.0
Central,South Timbalier Area,2002-09-01,1984752.0,26197937.0
Central,South Timbalier Area,2002-10-01,1841528.0,23514902.0
Central,South Timbalier Area,2002-11-01,1940598.0,27702073.0
Central,South Timbalier Area,2002-12-01,2069444.0,27943781.0
Central,South Timbalier Area,2003-01-01,1955086.0,25717263.0
Central,South Timbalier Area,2003-02-01,1735930.0,23769686.0
Central,South Timbalier Area,2003-03-01,1985653.0,26078388.0
Central,South Timbalier Area,2003-04-01,1934260.0,24843063.0
Central,South Timbalier Area,2003-05-01,2164781.0,25087451.0
Central,South Timbalier Area,2003-06-01,1969224.0,22824742.0
Central,South Timbalier Area,2003-07-01,2017751.0,22199184.0
Central,South Timbalier Area,2003-08-01,2054083.0,21990282.0
Central,South Timbalier Area,2003-09-01,2094315.0,21569274.0
Central,South Timbalier Area,2003-10-01,2116601.0,21903227.0
Central,South Timbalier Area,2003-11-01,2219916.0,20685041.0
Central,South Timbalier Area,2003-12-01,2362815.0,22048778.0
Central,South Timbalier Area,2004-01-01,2447676.0,24753322.0
Central,South Timbalier Area,2004-02-01,2548500.0,24421166.0
Central,South Timbalier Area,2004-03-01,2751465.0,27175939.0
Central,South Timbalier Area,2004-04-01,2456063.0,25505521.0
Central,South Timbalier Area,2004-05-01,2656958.0,25774227.0
Central,South Timbalier Area,2004-06-01,2508636.0,22125793.0
Central,South Timbalier Area,2004-07-01,2578307.0,22117654.0
Central,South Timbalier Area,2004-08-01,2531831.0,20745675.0
Central,South Timbalier Area,2004-09-01,2057078.0,16765927.0
Central,South Timbalier Area,2004-10-01,2382887.0,17902835.0
Central,South Timbalier Area,2004-11-01,2489891.0,18070873.0
Central,South Timbalier Area,2004-12-01,2371858.0,17111920.0
Central,South Timbalier Area,2005-01-01,2502785.0,18186791.0
Central,South Timbalier Area,2005-02-01,2148810.0,16037105.0
Central,South Timbalier Area,2005-03-01,2437364.0,16563994.0
Central,South Timbalier Area,2005-04-01,2273649.0,15379941.0
Central,South Timbalier Area,2005-05-01,2471838.0,17459590.0
Central,South Timbalier Area,2005-06-01,2308481.0,16781218.0
Central,South Timbalier Area,2005-07-01,2106293.0,15619919.0
Central,South Timbalier Area,2005-08-01,1814013.0,14650149.0
Central,South Timbalier Area,2005-09-01,532602.0,4700537.0
Central,South Timbalier Area,2005-10-01,1522849.0,10357639.0
Central,South Timbalier Area,2005-11-01,1548417.0,10706881.0
Central,South Timbalier Area,2005-12-01,1561949.0,11401675.0
Central,South Timbalier Area,2006-01-01,1381313.0,11181768.0
Central,South Timbalier Area,2006-02-01,1217806.0,9892603.0
Central,South Timbalier Area,2006-03-01,834379.0,8664942.0
Central,Vermilion Area,1996-01-01,1142773.0,29086478.0
Central,Vermilion Area,1996-02-01,1150897.0,27880092.0
Central,Vermilion Area,1996-03-01,1395134.0,31826941.0
Central,Vermilion Area,1996-04-01,1315112.0,28966921.0
Central,Vermilion Area,1996-05-01,1352884.0,30825587.0
Central,Vermilion Area,1996-06-01,1224795.0,28336658.0
Central,Vermilion Area,1996-07-01,1303574.0,28148932.0
Central,Vermilion Area,1996-08-01,1306620.0,27383711.0
Central,Vermilion Area,1996-09-01,1228018.0,25414617.0
Central,Vermilion Area,1996-10-01,1274895.0,24905067.0
Central,Vermilion Area,1996-11-01,1212890.0,23931172.0
Central,Vermilion Area,1996-12-01,1241289.0,26438312.0
Central,Vermilion Area,1997-01-01,1326911.0,27996591.0
Central,Vermilion Area,1997-02-01,1246862.0,27283446.0
Central,Vermilion Area,1997-03-01,1391169.0,30341665.0
Central,Vermilion Area,1997-04-01,1390753.0,28527540.0
Central,Vermilion Area,1997-05-01,1411235.0,30074130.0
Central,Vermilion Area,1997-06-01,1457394.0,29931386.0
Central,Vermilion Area,1997-07-01,1565756.0,30562280.0
Central,Vermilion Area,1997-08-01,1585534.0,30004707.0
Central,Vermilion Area,1997-09-01,1387743.0,27748344.0
Central,Vermilion Area,1997-10-01,1436200.0,27496713.0
Central,Vermilion Area,1997-11-01,1416091.0,26165251.0
Central,Vermilion Area,1997-12-01,1410761.0,27259397.0
Central,Vermilion Area,1998-01-01,1403098.0,27398507.0
Central,Vermilion Area,1998-02-01,1203927.0,24760358.0
Central,Vermilion Area,1998-03-01,1309271.0,28123102.0
Central,Vermilion Area,1998-04-01,1304137.0,26079266.0
Central,Vermilion Area,1998-05-01,1350618.0,25681264.0
Central,Vermilion Area,1998-06-01,1286516.0,24613892.0
Central,Vermilion Area,1998-07-01,1270789.0,25393535.0
Central,Vermilion Area,1998-08-01,1182883.0,25030230.0
Central,Vermilion Area,1998-09-01,808763.0,20235836.0
Central,Vermilion Area,1998-10-01,1190745.0,23779398.0
Central,Vermilion Area,1998-11-01,1129127.0,22566283.0
Central,Vermilion Area,1998-12-01,1188740.0,22492287.0
Central,Vermilion Area,1999-01-01,1177657.0,22117052.0
Central,Vermilion Area,1999-02-01,1128150.0,20875964.0
Central,Vermilion Area,1999-03-01,1195644.0,23819517.0
Central,Vermilion Area,1999-04-01,1118031.0,22559768.0
Central,Vermilion Area,1999-05-01,1097401.0,22364530.0
Central,Vermilion Area,1999-06-01,1016633.0,21260966.0
Central,Vermilion Area,1999-07-01,1071426.0,23434846.0
Central,Vermilion Area,1999-08-01,1087789.0,24042661.0
Central,Vermilion Area,1999-09-01,1126983.0,23846919.0
Central,Vermilion Area,1999-10-01,1105490.0,25270108.0
Central,Vermilion Area,1999-11-01,1082504.0,24838175.0
Central,Vermilion Area,1999-12-01,1014056.0,25686396.0
Central,Vermilion Area,2000-01-01,1076917.0,26224615.0
Central,Vermilion Area,2000-02-01,990347.0,23564916.0
Central,Vermilion Area,2000-03-01,1049130.0,26108664.0
Central,Vermilion Area,2000-04-01,995980.0,25242972.0
Central,Vermilion Area,2000-05-01,1222415.0,26384954.0
Central,Vermilion Area,2000-06-01,1166109.0,24382984.0
Central,Vermilion Area,2000-07-01,1166843.0,25255577.0
Central,Vermilion Area,2000-08-01,1223422.0,24851531.0
Central,Vermilion Area,2000-09-01,1163289.0,23960368.0
Central,Vermilion Area,2000-10-01,1140870.0,24381763.0
Central,Vermilion Area,2000-11-01,1114044.0,23197705.0
Central,Vermilion Area,2000-12-01,1111191.0,23544135.0
Central,Vermilion Area,2001-01-01,1116276.0,23954147.0
Central,Vermilion Area,2001-02-01,1006797.0,21975486.0
Central,Vermilion Area,2001-03-01,1115516.0,22953222.0
Central,Vermilion Area,2001-04-01,1125590.0,21870731.0
Central,Vermilion Area,2001-05-01,1189170.0,20990034.0
Central,Vermilion Area,2001-06-01,1080220.0,18563392.0
Central,Vermilion Area,2001-07-01,1193006.0,19687857.0
Central,Vermilion Area,2001-08-01,1203001.0,19217601.0
Central,Vermilion Area,2001-09-01,1142003.0,18426240.0
Central,Vermilion Area,2001-10-01,1075558.0,18136153.0
Central,Vermilion Area,2001-11-01,1011171.0,17581235.0
Central,Vermilion Area,2001-12-01,962376.0,17170510.0
Central,Vermilion Area,2002-01-01,931984.0,15853981.0
Central,Vermilion Area,2002-02-01,903803.0,13673056.0
Central,Vermilion Area,2002-03-01,1025725.0,15169517.0
Central,Vermilion Area,2002-04-01,991787.0,14152722.0
Central,Vermilion Area,2002-05-01,1087090.0,13681248.0
Central,Vermilion Area,2002-06-01,976610.0,12673540.0
Central,Vermilion Area,2002-07-01,974223.0,13153345.0
Central,Vermilion Area,2002-08-01,969199.0,13629237.0
Central,Vermilion Area,2002-09-01,777015.0,11472498.0
Central,Vermilion Area,2002-10-01,682867.0,10373395.0
Central,Vermilion Area,2002-11-01,795701.0,11636398.0
Central,Vermilion Area,2002-12-01,815277.0,12363051.0
Central,Vermilion Area,2003-01-01,779752.0,13742548.0
Central,Vermilion Area,2003-02-01,775415.0,12492930.0
Central,Vermilion Area,2003-03-01,833993.0,14304118.0
Central,Vermilion Area,2003-04-01,888922.0,13112675.0
Central,Vermilion Area,2003-05-01,817636.0,12907844.0
Central,Vermilion Area,2003-06-01,779986.0,12672128.0
Central,Vermilion Area,2003-07-01,868971.0,13463462.0
Central,Vermilion Area,2003-08-01,1020123.0,13886866.0
Central,Vermilion Area,2003-09-01,948581.0,12713482.0
Central,Vermilion Area,2003-10-01,1063172.0,12780259.0
Central,Vermilion Area,2003-11-01,966371.0,12397948.0
Central,Vermilion Area,2003-12-01,1052085.0,12800740.0
Central,Vermilion Area,2004-01-01,1097218.0,13139102.0
Central,Vermilion Area,2004-02-01,980945.0,11452276.0
Central,Vermilion Area,2004-03-01,951720.0,12043263.0
Central,Vermilion Area,2004-04-01,866873.0,11479110.0
Central,Vermilion Area,2004-05-01,935170.0,11664048.0
Central,Vermilion Area,2004-06-01,979830.0,11086710.0
Central,Vermilion Area,2004-07-01,995593.0,11836500.0
Central,Vermilion Area,2004-08-01,1002661.0,12365635.0
Central,Vermilion Area,2004-09-01,842736.0,10514653.0
Central,Vermilion Area,2004-10-01,888501.0,11459654.0
Central,Vermilion Area,2004-11-01,950532.0,11348283.0
Central,Vermilion Area,2004-12-01,972663.0,11755191.0
Central,Vermilion Area,2005-01-01,925477.0,11970183.0
Central,Vermilion Area,2005-02-01,825092.0,11681949.0
Central,Vermilion Area,2005-03-01,957359.0,12353303.0
Central,Vermilion Area,2005-04-01,905884.0,11741875.0
Central,Vermilion Area,2005-05-01,884290.0,12094794.0
Central,Vermilion Area,2005-06-01,952018.0,12544005.0
Central,Vermilion Area,2005-07-01,745828.0,12008317.0
Central,Vermilion Area,2005-08-01,838116.0,11472033.0
Central,Vermilion Area,2005-09-01,523793.0,8101967.0
Central,Vermilion Area,2005-10-01,54968.0,3016909.0
Central,Vermilion Area,2005-11-01,223062.0,6190242.0
Central,Vermilion Area,2005-12-01,322897.0,7799810.0
Central,Vermilion Area,2006-01-01,345293.0,7920377.0
Central,Vermilion Area,2006-02-01,400698.0,6638724.0
Central,Vermilion Area,2006-03-01,491202.0,7376356.0
Central,Viosca Knoll,1996-01-01,327892.0,4726490.0
Central,Viosca Knoll,1996-02-01,306749.0,4715841.0
Central,Viosca Knoll,1996-03-01,278247.0,5105086.0
Central,Viosca Knoll,1996-04-01,277445.0,5064376.0
Central,Viosca Knoll,1996-05-01,299104.0,4925054.0
Central,Viosca Knoll,1996-06-01,286627.0,4876590.0
Central,Viosca Knoll,1996-07-01,260620.0,4356306.0
Central,Viosca Knoll,1996-08-01,283053.0,6217073.0
Central,Viosca Knoll,1996-09-01,250215.0,5527068.0
Central,Viosca Knoll,1996-10-01,253123.0,6658193.0
Central,Viosca Knoll,1996-11-01,264609.0,8205788.0
Central,Viosca Knoll,1996-12-01,334126.0,8900259.0
Central,Viosca Knoll,1997-01-01,329253.0,9354506.0
Central,Viosca Knoll,1997-02-01,262583.0,6405072.0
Central,Viosca Knoll,1997-03-01,338067.0,7333699.0
Central,Viosca Knoll,1997-04-01,508077.0,8563691.0
Central,Viosca Knoll,1997-05-01,659984.0,8308355.0
Central,Viosca Knoll,1997-06-01,797803.0,7717001.0
Central,Viosca Knoll,1997-07-01,887726.0,8762415.0
Central,Viosca Knoll,1997-08-01,1037803.0,9606667.0
Central,Viosca Knoll,1997-09-01,1200123.0,10666025.0
Central,Viosca Knoll,1997-10-01,1191688.0,12438510.0
Central,Viosca Knoll,1997-11-01,1351493.0,13296494.0
Central,Viosca Knoll,1997-12-01,1516251.0,13018505.0
Central,Viosca Knoll,1998-01-01,2062168.0,14382329.0
Central,Viosca Knoll,1998-02-01,1814864.0,10654910.0
Central,Viosca Knoll,1998-03-01,2574382.0,14897803.0
Central,Viosca Knoll,1998-04-01,2864658.0,15185906.0
Central,Viosca Knoll,1998-05-01,2539137.0,15875110.0
Central,Viosca Knoll,1998-06-01,2568489.0,15101101.0
Central,Viosca Knoll,1998-07-01,2535354.0,15539726.0
Central,Viosca Knoll,1998-08-01,2263346.0,15433269.0
Central,Viosca Knoll,1998-09-01,1817603.0,13699638.0
Central,Viosca Knoll,1998-10-01,2587568.0,19377155.0
Central,Viosca Knoll,1998-11-01,2525728.0,20864290.0
Central,Viosca Knoll,1998-12-01,2621571.0,22842208.0
Central,Viosca Knoll,1999-01-01,2671845.0,23331163.0
Central,Viosca Knoll,1999-02-01,2647605.0,20507059.0
Central,Viosca Knoll,1999-03-01,2664238.0,23215642.0
Central,Viosca Knoll,1999-04-01,2643931.0,24081786.0
Central,Viosca Knoll,1999-05-01,2781047.0,24454650.0
Central,Viosca Knoll,1999-06-01,2646492.0,24374341.0
Central,Viosca Knoll,1999-07-01,2531233.0,24900258.0
Central,Viosca Knoll,1999-08-01,2796467.0,25476954.0
Central,Viosca Knoll,1999-09-01,2527807.0,23069675.0
Central,Viosca Knoll,1999-10-01,2542334.0,22689455.0
Central,Viosca Knoll,1999-11-01,2676919.0,23760805.0
Central,Viosca Knoll,1999-12-01,2769449.0,24967189.0
Central,Viosca Knoll,2000-01-01,2630965.0,24858372.0
Central,Viosca Knoll,2000-02-01,2330336.0,24020992.0
Central,Viosca Knoll,2000-03-01,2419499.0,25978533.0
Central,Viosca Knoll,2000-04-01,2198645.0,24658045.0
Central,Viosca Knoll,2000-05-01,2258524.0,25157294.0
Central,Viosca Knoll,2000-06-01,2108284.0,24292229.0
Central,Viosca Knoll,2000-07-01,2191542.0,25070560.0
Central,Viosca Knoll,2000-08-01,2449307.0,25345576.0
Central,Viosca Knoll,2000-09-01,2428389.0,24236317.0
Central,Viosca Knoll,2000-10-01,2504939.0,25048163.0
Central,Viosca Knoll,2000-11-01,2705138.0,26289509.0
Central,Viosca Knoll,2000-12-01,3016286.0,29837022.0
Central,Viosca Knoll,2001-01-01,3215152.0,29085838.0
Central,Viosca Knoll,2001-02-01,2753978.0,24368851.0
Central,Viosca Knoll,2001-03-01,3470400.0,29546488.0
Central,Viosca Knoll,2001-04-01,3461829.0,30708389.0
Central,Viosca Knoll,2001-05-01,3600602.0,32929332.0
Central,Viosca Knoll,2001-06-01,3863121.0,31278958.0
Central,Viosca Knoll,2001-07-01,4085996.0,32199942.0
Central,Viosca Knoll,2001-08-01,3722009.0,28308196.0
Central,Viosca Knoll,2001-09-01,3996625.0,30262907.0
Central,Viosca Knoll,2001-10-01,4138746.0,31383331.0
Central,Viosca Knoll,2001-11-01,3859480.0,28474805.0
Central,Viosca Knoll,2001-12-01,4348209.0,33144620.0
Central,Viosca Knoll,2002-01-01,3625885.0,28333111.0
Central,Viosca Knoll,2002-02-01,3538923.0,29279266.0
Central,Viosca Knoll,2002-03-01,4407988.0,36420692.0
Central,Viosca Knoll,2002-04-01,4367119.0,35172060.0
Central,Viosca Knoll,2002-05-01,4222864.0,35267292.0
Central,Viosca Knoll,2002-06-01,3754803.0,34446362.0
Central,Viosca Knoll,2002-07-01,3876138.0,36352754.0
Central,Viosca Knoll,2002-08-01,3792893.0,35218630.0
Central,Viosca Knoll,2002-09-01,3111398.0,29053637.0
Central,Viosca Knoll,2002-10-01,3276099.0,30392032.0
Central,Viosca Knoll,2002-11-01,3672350.0,33465571.0
Central,Viosca Knoll,2002-12-01,3634574.0,34020065.0
Central,Viosca Knoll,2003-01-01,3625854.0,32339241.0
Central,Viosca Knoll,2003-02-01,3022978.0,27167038.0
Central,Viosca Knoll,2003-03-01,3495804.0,30463553.0
Central,Viosca Knoll,2003-04-01,3330739.0,29088531.0
Central,Viosca Knoll,2003-05-01,3432849.0,29809827.0
Central,Viosca Knoll,2003-06-01,3456466.0,28778582.0
Central,Viosca Knoll,2003-07-01,3677502.0,29599546.0
Central,Viosca Knoll,2003-08-01,3685230.0,28745881.0
Central,Viosca Knoll,2003-09-01,3497440.0,26727782.0
Central,Viosca Knoll,2003-10-01,3478411.0,27034014.0
Central,Viosca Knoll,2003-11-01,3217197.0,24547990.0
Central,Viosca Knoll,2003-12-01,3299361.0,24572117.0
Central,Viosca Knoll,2004-01-01,3432605.0,23364205.0
Central,Viosca Knoll,2004-02-01,3246557.0,22985606.0
Central,Viosca Knoll,2004-03-01,3127506.0,23891482.0
Central,Viosca Knoll,2004-04-01,2764921.0,22561030.0
Central,Viosca Knoll,2004-05-01,2722569.0,23280645.0
Central,Viosca Knoll,2004-06-01,2663813.0,20925334.0
Central,Viosca Knoll,2004-07-01,2864940.0,22763937.0
Central,Viosca Knoll,2004-08-01,2647381.0,21892702.0
Central,Viosca Knoll,2004-09-01,1150589.0,9886212.0
Central,Viosca Knoll,2004-10-01,111852.0,5381639.0
Central,Viosca Knoll,2004-11-01,1026287.0,15183998.0
Central,Viosca Knoll,2004-12-01,1385910.0,16772548.0
Central,Viosca Knoll,2005-01-01,1351448.0,16285707.0
Central,Viosca Knoll,2005-02-01,1162033.0,15541158.0
Central,Viosca Knoll,2005-03-01,2060895.0,18927471.0
Central,Viosca Knoll,2005-04-01,2597239.0,20081389.0
Central,Viosca Knoll,2005-05-01,2832629.0,23163502.0
Central,Viosca Knoll,2005-06-01,2561468.0,21822452.0
Central,Viosca Knoll,2005-07-01,2420578.0,19360650.0
Central,Viosca Knoll,2005-08-01,2198057.0,17493776.0
Central,Viosca Knoll,2005-09-01,1918.0,1661751.0
Central,Viosca Knoll,2005-10-01,1691475.0,14587770.0
Central,Viosca Knoll,2005-11-01,2338408.0,18466546.0
Central,Viosca Knoll,2005-12-01,2604830.0,18196235.0
Central,Viosca Knoll,2006-01-01,2758168.0,17858095.0
Central,Viosca Knoll,2006-02-01,2366429.0,15466538.0
Central,Viosca Knoll,2006-03-01,2622719.0,17336450.0
Central,West Cameron Area,1996-01-01,342268.0,34719430.0
Central,West Cameron Area,1996-02-01,296458.0,31542986.0
Central,West Cameron Area,1996-03-01,324178.0,33523103.0
Central,West Cameron Area,1996-04-01,324816.0,32310592.0
Central,West Cameron Area,1996-05-01,389117.0,34361016.0
Central,West Cameron Area,1996-06-01,392233.0,33686669.0
Central,West Cameron Area,1996-07-01,444909.0,35636401.0
Central,West Cameron Area,1996-08-01,456837.0,34236862.0
Central,West Cameron Area,1996-09-01,412039.0,32648908.0
Central,West Cameron Area,1996-10-01,476128.0,33469604.0
Central,West Cameron Area,1996-11-01,450370.0,32033449.0
