libname,memname,memtype,name,type,length,npos,varnum,label,format,informat,idxusage,sortedby,xtype,notnull,precision,scale,transcode
SASHELP,LEUTEST,DATA,x6954,num,8.0,55632.0,6955.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x6955,num,8.0,55640.0,6956.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x6956,num,8.0,55648.0,6957.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x6957,num,8.0,55656.0,6958.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x6958,num,8.0,55664.0,6959.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x6959,num,8.0,55672.0,6960.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x6960,num,8.0,55680.0,6961.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x6961,num,8.0,55688.0,6962.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x6962,num,8.0,55696.0,6963.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x6963,num,8.0,55704.0,6964.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x6964,num,8.0,55712.0,6965.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x6965,num,8.0,55720.0,6966.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x6966,num,8.0,55728.0,6967.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x6967,num,8.0,55736.0,6968.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x6968,num,8.0,55744.0,6969.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x6969,num,8.0,55752.0,6970.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x6970,num,8.0,55760.0,6971.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x6971,num,8.0,55768.0,6972.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x6972,num,8.0,55776.0,6973.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x6973,num,8.0,55784.0,6974.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x6974,num,8.0,55792.0,6975.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x6975,num,8.0,55800.0,6976.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x6976,num,8.0,55808.0,6977.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x6977,num,8.0,55816.0,6978.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x6978,num,8.0,55824.0,6979.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x6979,num,8.0,55832.0,6980.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x6980,num,8.0,55840.0,6981.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x6981,num,8.0,55848.0,6982.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x6982,num,8.0,55856.0,6983.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x6983,num,8.0,55864.0,6984.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x6984,num,8.0,55872.0,6985.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x6985,num,8.0,55880.0,6986.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x6986,num,8.0,55888.0,6987.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x6987,num,8.0,55896.0,6988.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x6988,num,8.0,55904.0,6989.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x6989,num,8.0,55912.0,6990.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x6990,num,8.0,55920.0,6991.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x6991,num,8.0,55928.0,6992.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x6992,num,8.0,55936.0,6993.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x6993,num,8.0,55944.0,6994.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x6994,num,8.0,55952.0,6995.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x6995,num,8.0,55960.0,6996.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x6996,num,8.0,55968.0,6997.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x6997,num,8.0,55976.0,6998.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x6998,num,8.0,55984.0,6999.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x6999,num,8.0,55992.0,7000.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7000,num,8.0,56000.0,7001.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7001,num,8.0,56008.0,7002.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7002,num,8.0,56016.0,7003.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7003,num,8.0,56024.0,7004.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7004,num,8.0,56032.0,7005.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7005,num,8.0,56040.0,7006.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7006,num,8.0,56048.0,7007.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7007,num,8.0,56056.0,7008.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7008,num,8.0,56064.0,7009.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7009,num,8.0,56072.0,7010.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7010,num,8.0,56080.0,7011.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7011,num,8.0,56088.0,7012.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7012,num,8.0,56096.0,7013.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7013,num,8.0,56104.0,7014.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7014,num,8.0,56112.0,7015.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7015,num,8.0,56120.0,7016.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7016,num,8.0,56128.0,7017.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7017,num,8.0,56136.0,7018.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7018,num,8.0,56144.0,7019.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7019,num,8.0,56152.0,7020.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7020,num,8.0,56160.0,7021.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7021,num,8.0,56168.0,7022.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7022,num,8.0,56176.0,7023.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7023,num,8.0,56184.0,7024.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7024,num,8.0,56192.0,7025.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7025,num,8.0,56200.0,7026.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7026,num,8.0,56208.0,7027.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7027,num,8.0,56216.0,7028.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7028,num,8.0,56224.0,7029.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7029,num,8.0,56232.0,7030.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7030,num,8.0,56240.0,7031.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7031,num,8.0,56248.0,7032.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7032,num,8.0,56256.0,7033.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7033,num,8.0,56264.0,7034.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7034,num,8.0,56272.0,7035.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7035,num,8.0,56280.0,7036.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7036,num,8.0,56288.0,7037.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7037,num,8.0,56296.0,7038.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7038,num,8.0,56304.0,7039.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7039,num,8.0,56312.0,7040.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7040,num,8.0,56320.0,7041.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7041,num,8.0,56328.0,7042.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7042,num,8.0,56336.0,7043.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7043,num,8.0,56344.0,7044.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7044,num,8.0,56352.0,7045.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7045,num,8.0,56360.0,7046.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7046,num,8.0,56368.0,7047.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7047,num,8.0,56376.0,7048.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7048,num,8.0,56384.0,7049.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7049,num,8.0,56392.0,7050.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7050,num,8.0,56400.0,7051.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7051,num,8.0,56408.0,7052.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7052,num,8.0,56416.0,7053.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7053,num,8.0,56424.0,7054.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7054,num,8.0,56432.0,7055.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7055,num,8.0,56440.0,7056.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7056,num,8.0,56448.0,7057.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7057,num,8.0,56456.0,7058.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7058,num,8.0,56464.0,7059.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7059,num,8.0,56472.0,7060.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7060,num,8.0,56480.0,7061.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7061,num,8.0,56488.0,7062.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7062,num,8.0,56496.0,7063.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7063,num,8.0,56504.0,7064.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7064,num,8.0,56512.0,7065.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7065,num,8.0,56520.0,7066.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7066,num,8.0,56528.0,7067.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7067,num,8.0,56536.0,7068.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7068,num,8.0,56544.0,7069.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7069,num,8.0,56552.0,7070.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7070,num,8.0,56560.0,7071.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7071,num,8.0,56568.0,7072.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7072,num,8.0,56576.0,7073.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7073,num,8.0,56584.0,7074.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7074,num,8.0,56592.0,7075.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7075,num,8.0,56600.0,7076.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7076,num,8.0,56608.0,7077.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7077,num,8.0,56616.0,7078.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7078,num,8.0,56624.0,7079.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7079,num,8.0,56632.0,7080.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7080,num,8.0,56640.0,7081.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7081,num,8.0,56648.0,7082.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7082,num,8.0,56656.0,7083.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7083,num,8.0,56664.0,7084.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7084,num,8.0,56672.0,7085.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7085,num,8.0,56680.0,7086.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7086,num,8.0,56688.0,7087.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7087,num,8.0,56696.0,7088.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7088,num,8.0,56704.0,7089.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7089,num,8.0,56712.0,7090.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7090,num,8.0,56720.0,7091.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7091,num,8.0,56728.0,7092.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7092,num,8.0,56736.0,7093.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7093,num,8.0,56744.0,7094.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7094,num,8.0,56752.0,7095.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7095,num,8.0,56760.0,7096.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7096,num,8.0,56768.0,7097.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7097,num,8.0,56776.0,7098.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7098,num,8.0,56784.0,7099.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7099,num,8.0,56792.0,7100.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7100,num,8.0,56800.0,7101.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7101,num,8.0,56808.0,7102.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7102,num,8.0,56816.0,7103.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7103,num,8.0,56824.0,7104.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7104,num,8.0,56832.0,7105.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7105,num,8.0,56840.0,7106.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7106,num,8.0,56848.0,7107.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7107,num,8.0,56856.0,7108.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7108,num,8.0,56864.0,7109.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7109,num,8.0,56872.0,7110.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7110,num,8.0,56880.0,7111.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7111,num,8.0,56888.0,7112.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7112,num,8.0,56896.0,7113.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7113,num,8.0,56904.0,7114.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7114,num,8.0,56912.0,7115.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7115,num,8.0,56920.0,7116.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7116,num,8.0,56928.0,7117.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7117,num,8.0,56936.0,7118.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7118,num,8.0,56944.0,7119.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7119,num,8.0,56952.0,7120.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7120,num,8.0,56960.0,7121.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7121,num,8.0,56968.0,7122.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7122,num,8.0,56976.0,7123.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7123,num,8.0,56984.0,7124.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7124,num,8.0,56992.0,7125.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7125,num,8.0,57000.0,7126.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7126,num,8.0,57008.0,7127.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7127,num,8.0,57016.0,7128.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7128,num,8.0,57024.0,7129.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x7129,num,8.0,57032.0,7130.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,y,num,8.0,0.0,1.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x1,num,8.0,8.0,2.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x2,num,8.0,16.0,3.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x3,num,8.0,24.0,4.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x4,num,8.0,32.0,5.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x5,num,8.0,40.0,6.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x6,num,8.0,48.0,7.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x7,num,8.0,56.0,8.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x8,num,8.0,64.0,9.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x9,num,8.0,72.0,10.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x10,num,8.0,80.0,11.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x11,num,8.0,88.0,12.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x12,num,8.0,96.0,13.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x13,num,8.0,104.0,14.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x14,num,8.0,112.0,15.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x15,num,8.0,120.0,16.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x16,num,8.0,128.0,17.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x17,num,8.0,136.0,18.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x18,num,8.0,144.0,19.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x19,num,8.0,152.0,20.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x20,num,8.0,160.0,21.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x21,num,8.0,168.0,22.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x22,num,8.0,176.0,23.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x23,num,8.0,184.0,24.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x24,num,8.0,192.0,25.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x25,num,8.0,200.0,26.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x26,num,8.0,208.0,27.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x27,num,8.0,216.0,28.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x28,num,8.0,224.0,29.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x29,num,8.0,232.0,30.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x30,num,8.0,240.0,31.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x31,num,8.0,248.0,32.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x32,num,8.0,256.0,33.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x33,num,8.0,264.0,34.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x34,num,8.0,272.0,35.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x35,num,8.0,280.0,36.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x36,num,8.0,288.0,37.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x37,num,8.0,296.0,38.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x38,num,8.0,304.0,39.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x39,num,8.0,312.0,40.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x40,num,8.0,320.0,41.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x41,num,8.0,328.0,42.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x42,num,8.0,336.0,43.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x43,num,8.0,344.0,44.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x44,num,8.0,352.0,45.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x45,num,8.0,360.0,46.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x46,num,8.0,368.0,47.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x47,num,8.0,376.0,48.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x48,num,8.0,384.0,49.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x49,num,8.0,392.0,50.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x50,num,8.0,400.0,51.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x51,num,8.0,408.0,52.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x52,num,8.0,416.0,53.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x53,num,8.0,424.0,54.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x54,num,8.0,432.0,55.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x55,num,8.0,440.0,56.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x56,num,8.0,448.0,57.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x57,num,8.0,456.0,58.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x58,num,8.0,464.0,59.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x59,num,8.0,472.0,60.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x60,num,8.0,480.0,61.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x61,num,8.0,488.0,62.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x62,num,8.0,496.0,63.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x63,num,8.0,504.0,64.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x64,num,8.0,512.0,65.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x65,num,8.0,520.0,66.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x66,num,8.0,528.0,67.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x67,num,8.0,536.0,68.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTRAIN,DATA,x68,num,8.0,544.0,69.0,,,,,0.0,num,no,0.0,,yes
