CLASNAME,OBJNAME,DEFCREDT,DEFMODDT,DELETED,EXPLABEL,ID,LDESC,MRACCESS,PRODFLAG,USEDFLAG,VERSION,PREDCLAS,PREDROLE,SUCCCLAS,SUCCROLE,VERB,PREDCARD,SUCCCARD
OMSassocmgr,DELETED *** LIBRARY CONTAINS TABLE,1283357743.00604,,,,A0000001.A4000001,This association template has been deleted,2.0,0.0,0.0,2.0,SASHELP.MDCLASS.LIBRARY,LOCATION,SASHELP.MDCLASS.TABLE,DATAFILE,DELETED,0:m,0:1
OMSassocmgr,DELETED *** TABLE IS_COMPOSED_OF COLUMN,1283357743.16667,,,,A0000001.A4000002,This association template has been deleted,2.0,0.0,0.0,2.0,SASHELP.MDCLASS.TABLE,TABLE,SASHELP.MDCLASS.COLUMN,COLUMN,DELETED,1:m,1:1
OMSassocmgr,DELETED *** LIBRARY CONTAINS TABLE,1283357743.29128,,,,A0000001.A4000003,This association template has been deleted,2.0,0.0,0.0,2.0,SASHELP.MDCLASS.LIBRARY,LOCATION,SASHELP.MDCLASS.TABLE,COPY,DELETED,0:m,0:1
OMSassocmgr,DELETED *** REPOSITORY USES REPOSITORY,1283357743.42387,,,,A0000001.A4000004,This association template has been deleted.,2.0,0.0,0.0,2.0,SASHELP.OBJPOOL.RPOSCTRL,INTERNAL REFERENCE,SASHELP.OBJPOOL.RPOSCTRL,EXTERNAL REFERENCE,DELETED,0:m,0:m
OMSassocmgr,DELETED *** COLUMN USES SUBSET,1285523425.90424,,,,A0000001.A4000005,This association template has been deleted.,2.0,0.0,0.0,2.0,SASHELP.MDCLASS.COLUMN,INPUT SOURCE,SASHELP.MDCLASS.SUBSET,TARGET,DELETED,0:m,0:m
OMSassocmgr,DELETED *** COLUMN USES INDEX,1285523427.57239,,,,A0000001.A4000006,This association template has been deleted.,2.0,0.0,0.0,2.0,SASHELP.MDCLASS.COLUMN,COLUMN,SASHELP.MDCLASS.INDEX,TARGET,DELETED,0:m,0:m
OMSassocmgr,DELETED *** CONNECT CONTAINS P_TABLE,1285523428.51033,,,,A0000001.A4000007,This association template has been deleted.,2.0,0.0,0.0,2.0,SASHELP.MDCLASS.CONNECT,CONNECT,SASHELP.MDCLASS.P_TABLE,CONNECTION,DELETED,0:m,0:1
OMSassocmgr,DELETED *** TABLE CONTAINS TABLE,1285523428.59335,,,,A0000001.A4000008,This association template has been deleted.,2.0,0.0,0.0,2.0,SASHELP.MDCLASS.TABLE,PARENT,SASHELP.MDCLASS.TABLE,CHILD,DELETED,0:m,0:1
OMSassocmgr,DELETED *** TABLE USES TABLE,1285523428.6763,,,,A0000001.A4000009,This association template has been deleted.,2.0,0.0,0.0,2.0,SASHELP.MDCLASS.TABLE,INPUT SOURCE,SASHELP.MDCLASS.TABLE,TARGET,DELETED,0:m,0:m
OMSassocmgr,DELETED *** LIBRARY CONTAINS P_TABLE,1285523428.75933,,,,A0000001.A400000A,This association template has been deleted.,2.0,0.0,0.0,2.0,SASHELP.MDCLASS.LIBRARY,LIBRARY,SASHELP.MDCLASS.P_TABLE,DATAFILE,DELETED,0:m,0:1
OMSassocmgr,DELETED *** P_TABLE CONTAINS TABLE,1285523428.84223,,,,A0000001.A400000B,This association template has been deleted.,2.0,0.0,0.0,2.0,SASHELP.MDCLASS.P_TABLE,STORE,SASHELP.MDCLASS.TABLE,LEVEL,DELETED,0:m,0:1
OMSassocmgr,DELETED *** P_TABLE CONTAINS TBLSECUR,1285523429.37396,,,,A0000001.A400000C,This association template has been deleted.,2.0,0.0,0.0,2.0,SASHELP.MDCLASS.P_TABLE,OBJECT,SASHELP.MDCLASS.TBLSECUR,SECURITY,DELETED,0:m,1:1
OMSassocmgr,DELETED *** P_TABLE CONTAINS INDEX,1285523429.45689,,,,A0000001.A400000D,This association template has been deleted.,2.0,0.0,0.0,2.0,SASHELP.MDCLASS.P_TABLE,TABLE,SASHELP.MDCLASS.INDEX,INDEX,DELETED,0:m,1:1
OMSassocmgr,DELETED *** PERSON CONTAINS TABLE,1285523429.76365,,,,A0000001.A400000E,This association template has been deleted.,2.0,0.0,0.0,2.0,SASHELP.MDCLASS.PERSON,CUSTODIAN,SASHELP.MDCLASS.TABLE,OBJECT,DELETED,0:m,0:1
OMSassocmgr,DELETED *** PERSON CONTAINS TABLE,1285523429.84663,,,,A0000001.A400000F,This association template has been deleted.,2.0,0.0,0.0,2.0,SASHELP.MDCLASS.PERSON,OWNER,SASHELP.MDCLASS.TABLE,OBJECT,DELETED,0:m,0:1
OMSassocmgr,DELETED *** PERSON USES REMOTE,1285523429.92997,,,,A0000001.A400000G,This association template has been deleted.,2.0,0.0,0.0,2.0,SASHELP.MDCLASS.PERSON,PERSON,SASHELP.MDCLASS.REMOTE,HOST,DELETED,0:m,0:m
OMSassocmgr,DELETED *** PERSON USES CONNECT,1285523430.01268,,,,A0000001.A400000H,This association template has been deleted.,2.0,0.0,0.0,2.0,SASHELP.MDCLASS.PERSON,PERSON,SASHELP.MDCLASS.CONNECT,DBMS,DELETED,0:m,0:m
OMSassocmgr,DELETED *** PROCESS CONTAINS TABLE,1285523430.25329,,,,A0000001.A400000I,This association template has been deleted.,2.0,0.0,0.0,2.0,SASHELP.MDCLASS.PROCESS,PROCESS,SASHELP.MDCLASS.TABLE,OUTPUT_DATA,DELETED,0:m,0:1
OMSassocmgr,DELETED *** PROCESS CONTAINS PROCESS,1285523430.33621,,,,A0000001.A400000J,This association template has been deleted.,2.0,0.0,0.0,2.0,SASHELP.MDCLASS.PROCESS,POSTPROCESS,SASHELP.MDCLASS.PROCESS,PREPROCESS,DELETED,0:m,0:1
OMSassocmgr,DELETED *** PROCESS CONTAINS SRCCODE,1285523430.6102,,,,A0000001.A400000K,This association template has been deleted.,2.0,0.0,0.0,2.0,SASHELP.MDCLASS.PROCESS,PROCESS,SASHELP.MDCLASS.SRCCODE,SRCCODE,DELETED,0:m,0:1
OMSassocmgr,DELETED *** PROCESS CONTAINS SUBSET,1285523430.69317,,,,A0000001.A400000L,This association template has been deleted.,2.0,0.0,0.0,2.0,SASHELP.MDCLASS.PROCESS,PROCESS,SASHELP.MDCLASS.SUBSET,SUBSET,DELETED,0:m,0:1
OMSassocmgr,DELETED *** PROCESS CONTAINS TRNSFORM,1285523430.93413,,,,A0000001.A400000M,This association template has been deleted.,2.0,0.0,0.0,2.0,SASHELP.MDCLASS.PROCESS,PROCESS,SASHELP.MDCLASS.TRNSFORM,TRANSFORM,DELETED,0:m,0:1
OMSassocmgr,DELETED *** REMOTE CONTAINS P_TABLE,1285523431.01688,,,,A0000001.A400000N,This association template has been deleted.,2.0,0.0,0.0,2.0,SASHELP.MDCLASS.REMOTE,HOST,SASHELP.MDCLASS.P_TABLE,FILE,DELETED,0:m,0:1
OMSassocmgr,DELETED *** REMOTE CONTAINS TABLE,1285523431.09992,,,,A0000001.A400000O,This association template has been deleted.,2.0,0.0,0.0,2.0,SASHELP.MDCLASS.REMOTE,HOST,SASHELP.MDCLASS.TABLE,FILE,DELETED,0:m,0:1
OMSassocmgr,DELETED *** REMOTE CONTAINS PROCESS,1285523431.18334,,,,A0000001.A400000P,This association template has been deleted.,2.0,0.0,0.0,2.0,SASHELP.MDCLASS.REMOTE,HOST,SASHELP.MDCLASS.PROCESS,FILE,DELETED,0:m,0:1
OMSassocmgr,DELETED *** TRNSFORM USES COLUMN,1285523431.26589,,,,A0000001.A400000Q,This association template has been deleted.,2.0,0.0,0.0,2.0,SASHELP.MDCLASS.TRNSFORM,INPUT SOURCE,SASHELP.MDCLASS.COLUMN,TARGET,DELETED,0:m,0:m
OMSassocmgr,DELETED *** TRNSFORM USES COLUMN,1285523431.34897,,,,A0000001.A400000R,This association template has been deleted.,2.0,0.0,0.0,2.0,SASHELP.MDCLASS.TRNSFORM,TARGET,SASHELP.MDCLASS.COLUMN,INPUT SOURCE,DELETED,0:m,0:m
OMSassocmgr,DELETED *** COMMONMD HAS NOTE,1285523431.58964,,,,A0000001.A400000S,This association template has been deleted.,2.0,0.0,0.0,2.0,SASHELP.OBJPOOL.COMMONMD,OBJECT,SASHELP.MDCLASS.NOTE,NOTE,DELETED,0:m,1:1
OMSassocmgr,,1285538520.02694,1357142923.82,,,A0000001.A400000T,,2.0,0.0,0.0,2.0,,,,,VERSION NUMBER,005.4,
OMSassocmgr,DELETED *** Group USES Root,1286210512.81551,,,,A0000001.A400000U,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSgroup,GROUPLIST,OMSroot,MEMBERLIST,DELETED,0:m,0:m
OMSassocmgr,DELETED *** JobFlow USES JobFlow,1290438856.02717,,,,A0000001.A400000V,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSjobflow,JOBFLOWSOURCELIST,OMSjobflow,JOBFLOWTARGETLIST,DELETED,0:m,0:m
OMSassocmgr,DELETED *** WColumn HAS DataFile,1290438856.02728,,,,A0000001.A400000W,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSwcolumn,COLUMNLIST,OMSdatafile,TABLE,DELETED,1:1,0:m
OMSassocmgr,DELETED *** Key HAS_1_N_OF WColumn,1290438856.02739,,,,A0000001.A400000X,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSkey,KEYLIST,OMSwcolumn,KEYCOLUMNLIST,DELETED,1:m,0:m
OMSassocmgr,DELETED *** WColumn IS_CONTAINED_IN_0_N KeyAssociation,1290438856.02751,,,,A0000001.A400000Y,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSwcolumn,FKEYCOLUMN,OMSkeyassoc,FKEYASSOCIATIONLIST,DELETED,0:m,1:1
OMSassocmgr,DELETED *** WColumn USES Index,1290438856.02762,,,,A0000001.A400000Z,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSwcolumn,INDEXCOLUMNLIST,OMSindex,INDEXLIST,DELETED,0:m,0:m
OMSassocmgr,DELETED *** WColumn USES Hierarchy,1286978388.1443,,,,A0000001.A4000010,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSwcolumn,HIERARCHYCOLUMNLIST,OMShrarchy,HIERARCHYLIST,DELETED,0:m,0:m
OMSassocmgr,DELETED *** WColumn USES Crossing,1290438856.02773,,,,A0000001.A4000011,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSwcolumn,CROSSINGCOLUMNLIST,OMScrossing,CROSSINGLIST,DELETED,0:m,0:m
OMSassocmgr,DELETED *** WColumn USES Query,1290438856.02784,,,,A0000001.A4000012,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSwcolumn,GROUPBYCOLUMNLIST,OMSquery,GROUPBYTARGETLIST,DELETED,0:m,0:m
OMSassocmgr,DELETED *** RowSelector USES WColumn,1290438856.02794,,,,A0000001.A4000013,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSrowsel,ROWSELTARGETLIST,OMSwcolumn,COLUMNLIST,DELETED,0:m,0:m
OMSassocmgr,DELETED *** CategoryMember HAS WColumn,1290438856.02805,,,,A0000001.A4000014,This association template has been deleted.,2.0,0.0,0.0,2.0,OMScatmem,VALUELIST,OMSwcolumn,COLUMNFORVALUE,DELETED,1:1,0:m
OMSassocmgr,DELETED *** WColumn IS_CONTAINED_IN_0_N KeyAssociation,1290438856.02817,,,,A0000001.A4000015,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSwcolumn,UKEYCOLUMN,OMSkeyassoc,UKEYASSOCIATIONLIST,DELETED,0:m,1:1
OMSassocmgr,DELETED *** Extension HAS Root,1290438856.02828,,,,A0000001.A4000016,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSxtension,EXTENSIONLIST,OMSroot,OBJECT,DELETED,1:1,0:m
OMSassocmgr,DELETED *** Index HAS PhysicalTable,1290438856.02838,,,,A0000001.A4000017,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSindex,INDEXLIST,OMSptable,INDEXEDTABLE,DELETED,1:1,0:m
OMSassocmgr,DELETED *** PhysicalTable IS_RELATED_TO_1 ColumnSet,1286191898.61738,,,,A0000001.A4000018,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSptable,PHYSICALSTORAGE,OMScolset,COLUMNSET,DELETED,1:1,0:1
OMSassocmgr,DELETED *** JobFile HAS Job,1290438856.0286,,,,A0000001.A4000019,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSjobfile,JOBFILELIST,OMSjob,OWNINGJOB,DELETED,1:1,0:m
OMSassocmgr,DELETED *** DataFile CONTAINS Job,1290438856.0287,,,,A0000001.A400001A,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSdatafile,CREATEFILELIST,OMSjob,CREATIONJOB,DELETED,0:1,0:m
OMSassocmgr,DELETED *** Subset IS_RELATED_TO_1 LoaderProcess,1290438856.02892,,,,A0000001.A400001B,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSsubset,PROCESSSUBSET,OMSldproc,SUBSETPROCESS,DELETED,1:1,0:1
OMSassocmgr,DELETED *** Note IS_RELATED_TO_1 Root,1290438856.02903,,,,A0000001.A400001C,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSnote,OBJECTNOTE,OMSroot,OBJECT,DELETED,1:1,0:1
OMSassocmgr,DELETED *** Person IS_RELATED_TO_0_N Root,1286210512.81857,,,,A0000001.A400001D,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSperson,OWNER,OMSroot,OWNEDOBJECTLIST,DELETED,0:m,0:1
OMSassocmgr,DELETED *** Person IS_RELATED_TO_0_N Root,1286210512.81872,,,,A0000001.A400001E,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSperson,ADMINISTRATOR,OMSroot,ADMINISTEREDOBJECTLIST,DELETED,0:m,0:1
OMSassocmgr,DELETED *** Login USES Person,1290438856.02913,,,,A0000001.A400001F,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSlogin,LOGINLIST,OMSperson,PERSONLIST,DELETED,0:m,0:m
OMSassocmgr,DELETED *** WTable IS_COMPOSED_OF_0_N Query,1290438856.02937,,,,A0000001.A400001G,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSwtable,QUERYTABLESOURCELIST,OMSquery,QUERYTARGETLIST,DELETED,0:m,1:m
OMSassocmgr,DELETED *** WTable IS_COMPOSED_OF_0_N Join,1290438856.02948,,,,A0000001.A400001H,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSwtable,JOINSOURCELIST,OMSjoin,JOINTARGETLIST,DELETED,0:m,1:m
OMSassocmgr,DELETED *** Cube IS_RELATED_TO_1 WTable,1286978388.15311,,,,A0000001.A400001I,This association template has been deleted.,2.0,0.0,0.0,2.0,OMScube,OLAPCUBE,OMSwtable,CUBESTRUCTURE,DELETED,1:1,0:1
OMSassocmgr,DELETED *** Crossing HAS WTable,1286978388.15326,,,,A0000001.A400001J,This association template has been deleted.,2.0,0.0,0.0,2.0,OMScrossing,CROSSINGLIST,OMSwtable,CROSSINGSTRUCTURE,DELETED,1:1,0:m
OMSassocmgr,DELETED *** SourceCode IS_RELATED_TO_1 Process,1290438856.0296,,,,A0000001.A400001K,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSsrccode,CODESOURCE,OMSprocess,SOURCECODEPROCESS,DELETED,1:1,0:1
OMSassocmgr,DELETED *** AuxProcess HAS Process,1286191898.61937,,,,A0000001.A400001L,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSauxprcs,POSTPROCESS,OMSprocess,AFTERPROCESS,DELETED,1:1,0:m
OMSassocmgr,DELETED *** SourceStore IS_RELATED_TO_1 Process,1290438856.02982,,,,A0000001.A400001M,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSsrcstore,STOREDCODESOURCE,OMSprocess,SOURCECODEPROCESS,DELETED,1:1,0:1
OMSassocmgr,DELETED *** Query IS_RELATED_TO_1 Process,1290438856.02993,,,,A0000001.A400001N,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSquery,PROCESSQUERY,OMSprocess,PROCESSOBJECT,DELETED,1:1,0:1
OMSassocmgr,DELETED *** DeployedComponent USES Process,1290438856.03005,,,,A0000001.A400001O,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSdepcomp,COMPUTELOCATIONLIST,OMSprocess,COMPUTETASKLIST,DELETED,0:m,0:m
OMSassocmgr,DELETED *** AuxProcess HAS Process,1286191898.61997,,,,A0000001.A400001P,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSauxprcs,PREPROCESS,OMSprocess,BEFOREPROCESS,DELETED,1:1,0:m
OMSassocmgr,DELETED *** Process IS_CONTAINED_IN_0_N Transform,1290438856.03027,,,,A0000001.A400001Q,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSprocess,PROCESSOBJECT,OMStrnsform,TRANSFORMLIST,DELETED,0:m,1:1
OMSassocmgr,DELETED *** RowSelector IS_RELATED_TO_1_N WorkTable,1290438856.03039,,,,A0000001.A400001R,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSrowsel,ROWSELECT,OMSwrktable,SELECTEDTABLELIST,DELETED,1:m,0:1
OMSassocmgr,DELETED *** SASPassword HAS SASStore,1286978388.15489,,,,A0000001.A400001S,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSsaspass,SASPASSWORDLIST,OMSpsas,SASFILE,DELETED,1:1,0:m
OMSassocmgr,DELETED *** ColumnTransform HAS Mapping,1290438856.03049,,,,A0000001.A400001T,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSctrnfm,COLTRANSFORMLIST,OMSmapping,MAP,DELETED,1:1,0:m
OMSassocmgr,DELETED *** ColumnTransform IS_COMPOSED_OF_0_1 Query,1290438856.0306,,,,A0000001.A400001U,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSctrnfm,SELECTCOLUMNLIST,OMSquery,SELECTQUERY,DELETED,0:1,1:m
OMSassocmgr,DELETED *** ColumnTransform CONTAINS Query,1290438856.03071,,,,A0000001.A400001V,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSctrnfm,ORDERBYCOLUMNLIST,OMSquery,ORDERBYQUERY,DELETED,0:1,0:m
OMSassocmgr,DELETED *** SourceStore CONTAINS ColumnTransform,1290438856.03083,,,,A0000001.A400001W,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSsrcstore,STOREDCODELIST,OMSctrnfm,COLUMNTRANSFORMOBJECT,DELETED,0:1,0:m
OMSassocmgr,DELETED *** SASDBMSConnection IS_RELATED_TO_0_N WLibrary,1290438856.03095,,,,A0000001.A400001X,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSdbmsconn,DBMSCONNECTION,OMSwlibrary,LIBRARYLIST,DELETED,0:m,0:1
OMSassocmgr,DELETED *** WLibrary USES SourceCatEntry,1290438856.03105,,,,A0000001.A400001Y,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSwlibrary,LIBRARYLIST,OMSsrccat,SOURCECATENTRYLIST,DELETED,0:m,0:m
OMSassocmgr,DELETED *** Root USES Document,1290438856.03138,,,,A0000001.A400001Z,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSroot,DOCUMENTEDOBJECTLIST,OMSdocument,DOCUMENTLIST,DELETED,0:m,0:m
OMSassocmgr,DELETED *** Hierarchy IS_RELATED_TO_1 Dimension,1290438856.0316,,,,A0000001.A4000020,This association template has been deleted.,2.0,0.0,0.0,2.0,OMShrarchy,DEFAULTHIERARCHY,OMSdim,DEFAULTFORDIMENSION,DELETED,1:1,0:1
OMSassocmgr,DELETED *** Cube IS_CONTAINED_IN_0_1 Dimension,1290438856.03171,,,,A0000001.A4000021,This association template has been deleted.,2.0,0.0,0.0,2.0,OMScube,DEFAULTFORCUBE,OMSdim,DEFAULTDIMENSION,DELETED,0:1,1:1
OMSassocmgr,DELETED *** Dimension HAS Cube,1286978388.15682,,,,A0000001.A4000022,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSdim,DIMENSIONLIST,OMScube,OWNINGCUBE,DELETED,1:1,0:m
OMSassocmgr,DELETED *** Dimension IS_CONTAINED_IN_0_N Hierarchy,1290438856.03193,,,,A0000001.A4000023,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSdim,OWNINGDIMENSION,OMShrarchy,HIERARCHYLIST,DELETED,0:m,1:1
OMSassocmgr,DELETED *** Dimension IS_CONTAINED_IN_0_N CategoryHierarchy,1290438856.03204,,,,A0000001.A4000024,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSdim,DIMENSION,OMScathier,CATEGORYHIERARCHYLIST,DELETED,0:m,1:1
OMSassocmgr,DELETED *** Dimension IS_CONTAINED_IN_0_N CategoricalAttribu,1290438856.03216,,,,A0000001.A4000025,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSdim,DIMENSION,OMScatatt,CATEGORICALATTRIBUTELIST,DELETED,0:m,1:1
OMSassocmgr,DELETED *** Connection HAS DeployedComponent,1290438856.03295,,,,A0000001.A4000026,This association template has been deleted.,2.0,0.0,0.0,2.0,OMScnction,SOURCECONNECTIONLIST,OMSdepcomp,SOURCE,DELETED,1:1,0:m
OMSassocmgr,DELETED *** DeployedComponent USES Connection,1290438856.03306,,,,A0000001.A4000027,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSdepcomp,PROVIDERLIST,OMScnction,PROVIDERCONNECTIONLIST,DELETED,0:m,0:m
OMSassocmgr,DELETED *** Machine IS_RELATED_TO_0_N DeployedComponent,1290438856.03317,,,,A0000001.A4000028,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSmachine,OWNINGMACHINE,OMSdepcomp,DEPCOMPONENTLIST,DELETED,0:m,0:1
OMSassocmgr,DELETED *** DeployedComponent USES DeployedDataPackage,1290438856.03329,,,,A0000001.A4000029,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSdepcomp,LINKEDTOCOMPONENTLIST,OMSddatapkg,AVAILABLEPACKAGELIST,DELETED,0:m,0:m
OMSassocmgr,DELETED *** DeployedComponent IS_COMPOSED_OF_0_N LocalizedPr,1290438856.03341,,,,A0000001.A400002A,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSdepcomp,DEPLOYEDCOMPONENTLIST,OMSlproc,INITPROCESSLIST,DELETED,0:m,1:m
OMSassocmgr,DELETED *** DeployedComponent IS_CONTAINED_IN_0_1 InitInfo,1290438856.03352,,,,A0000001.A400002B,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSdepcomp,INITCOMPONENT,OMSinitinfo,INITINFORMATION,DELETED,0:1,1:1
OMSassocmgr,DELETED *** AuthDomain IS_RELATED_TO_0_N Connection,1290438856.03364,,,,A0000001.A400002C,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSauthdom,CONNECTIONDOMAIN,OMScnction,DOMAINCONNECTIONLIST,DELETED,0:m,0:1
OMSassocmgr,DELETED *** DeployedDataPackage USES DataFile,1290438856.03386,,,,A0000001.A400002D,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSddatapkg,DATAPACKAGELIST,OMSdatafile,DATAFILELIST,DELETED,0:m,0:m
