Year,Quarter,Product_Line,Product_Category,Product_Group,Quantity,Profit,Total_Retail_Price
2001.0,2001Q3,Children,Children Sports,Orion Kid's Clothes,15.0,281.2,566.2
2001.0,2001Q3,Children,Children Sports,"Osprey, Kids",912.0,14212.6399999999,25676.8899999999
2001.0,2001Q3,Children,Children Sports,Tracker Kid's Clothes,2356.0,41366.1999999999,76705.7
2001.0,2001Q3,Children,Children Sports,"Ypsilon, Kids",233.0,5321.05,9430.79999999999
2001.0,2001Q3,Clothes & Shoes,Clothes,Eclipse Clothing,6104.0,170386.349999999,344639.15
2001.0,2001Q3,Clothes & Shoes,Clothes,Green Tomato,383.0,10026.53,17038.7799999999
2001.0,2001Q3,Clothes & Shoes,Clothes,Knitwear,633.0,31543.7999999999,55058.5999999999
2001.0,2001Q3,Clothes & Shoes,Clothes,LSF,692.0,36469.2,70266.1999999999
2001.0,2001Q3,Clothes & Shoes,Clothes,Leisure,668.0,30308.4199999999,54974.3199999999
2001.0,2001Q3,Clothes & Shoes,Clothes,Massif,64.0,9938.79999999999,18968.8
2001.0,2001Q3,Clothes & Shoes,Clothes,Orion,1638.0,79430.44,151846.24
2001.0,2001Q3,Clothes & Shoes,Clothes,Orion Clothing,916.0,25416.09,48722.24
2001.0,2001Q3,Clothes & Shoes,Clothes,Osprey,566.0,19266.35,33014.0
2001.0,2001Q3,Clothes & Shoes,Clothes,Shorts,264.0,3663.61,6665.66
2001.0,2001Q3,Clothes & Shoes,Clothes,Stockings & Socks,482.0,4404.71,7522.11
2001.0,2001Q3,Clothes & Shoes,Clothes,Street Wear,836.0,34577.99,59540.19
2001.0,2001Q3,Clothes & Shoes,Clothes,T-Shirts,756.0,12605.1999999999,22559.4999999999
2001.0,2001Q3,Clothes & Shoes,Clothes,Tracker Clothes,5280.0,141060.67,262214.319999999
2001.0,2001Q3,Clothes & Shoes,Clothes,Twain,138.0,19323.4,37225.3999999999
2001.0,2001Q3,Clothes & Shoes,Shoes,Eclipse Shoes,6371.0,317581.22,642071.319999997
2001.0,2001Q3,Clothes & Shoes,Shoes,Shoes,2791.0,148702.449999999,277404.949999999
2001.0,2001Q3,Clothes & Shoes,Shoes,Tracker Shoes,3377.0,136565.609999999,254908.61
2001.0,2001Q3,Outdoors,Outdoors,Anoraks & Parkas,1285.0,103087.749999999,183940.099999999
2001.0,2001Q3,Outdoors,Outdoors,Backpacks,1459.0,100603.079999999,189967.18
2001.0,2001Q3,Outdoors,Outdoors,Gloves & Mittens,290.0,6981.2,12124.0
2001.0,2001Q3,Outdoors,Outdoors,Knitted Accessories,186.0,2263.35,3856.79999999999
2001.0,2001Q3,Outdoors,Outdoors,Outdoor Gear,4251.0,190108.239999999,335993.39
2001.0,2001Q3,Outdoors,Outdoors,Sleepingbags,3587.0,168217.699999999,331280.2
2001.0,2001Q3,Outdoors,Outdoors,Tents,1673.0,302428.45,610699.0
2001.0,2001Q3,Sports,Assorted Sports Articles,Assorted Sports articles,7179.0,251979.489999999,457851.239999999
2001.0,2001Q3,Sports,Assorted Sports Articles,Darts,991.0,18822.3,32075.3000000001
2001.0,2001Q3,Sports,Assorted Sports Articles,Petanque - Boule,872.0,21219.6499999999,38342.1
2001.0,2001Q3,Sports,Assorted Sports Articles,Skates,4413.0,417161.029999999,873089.380000002
2001.0,2001Q3,Sports,Golf,Golf,3229.0,162799.809999999,337194.509999999
2001.0,2001Q3,Sports,Golf,Golf Clothes,1074.0,83380.9599999999,117781.31
2001.0,2001Q3,Sports,Indoor Sports,Fitness,396.0,32046.7999999999,64144.8
2001.0,2001Q3,Sports,Indoor Sports,Gymnastic Clothing,287.0,7050.59999999999,12423.1
2001.0,2001Q3,Sports,Indoor Sports,Top Trim,272.0,29156.1,52245.2
2001.0,2001Q3,Sports,Racket Sports,Badminton,131.0,11725.4,16688.3
2001.0,2001Q3,Sports,Racket Sports,Racket Sports,1077.0,91649.2999999999,157367.1
2001.0,2001Q3,Sports,Racket Sports,Tennis,959.0,23983.42,41269.0199999999
2001.0,2001Q3,Sports,Running - Jogging,Jogging,2251.0,79491.6999999999,139247.2
2001.0,2001Q3,Sports,Running - Jogging,Running Clothes,3494.0,86106.3299999998,158167.63
2001.0,2001Q3,Sports,Swim Sports,Bathing Suits,2705.0,54835.05,94721.7
2001.0,2001Q3,Sports,Team Sports,American Football,845.0,10287.7,19477.4099999999
2001.0,2001Q3,Sports,Team Sports,Baseball,754.0,6963.35999999999,12829.3099999999
2001.0,2001Q3,Sports,Team Sports,Basket Ball,193.0,2377.61999999999,3844.86999999999
2001.0,2001Q3,Sports,Team Sports,Soccer,2316.0,41941.17,80890.7699999999
2001.0,2001Q3,Sports,Winter Sports,Ski Dress,530.0,74678.2499999999,131573.7
2001.0,2001Q3,Sports,Winter Sports,Winter Sports,953.0,53210.3,94691.6999999998
2001.0,2001Q4,Children,Children Sports,"A-Team, Kids",449.0,7524.94,13664.84
2001.0,2001Q4,Children,Children Sports,"Bathing Suits, Kids",91.0,1629.55,2795.0
2001.0,2001Q4,Children,Children Sports,"Eclipse, Kid's Clothes",848.0,13837.19,27845.64
2001.0,2001Q4,Children,Children Sports,"Eclipse, Kid's Shoes",595.0,12189.9,24826.2
2001.0,2001Q4,Children,Children Sports,"Lucky Guy, Kids",551.0,11769.05,21556.7999999999
2001.0,2001Q4,Children,Children Sports,"N.D. Gear, Kids",1327.0,35398.0199999999,63285.32
2001.0,2001Q4,Children,Children Sports,"Olssons, Kids",371.0,3393.75,5737.89999999999
2001.0,2001Q4,Children,Children Sports,Orion Kid's Clothes,36.0,859.8,1730.1
2001.0,2001Q4,Children,Children Sports,"Osprey, Kids",766.0,11734.3299999999,21287.9799999999
2001.0,2001Q4,Children,Children Sports,Tracker Kid's Clothes,2010.0,35462.4799999999,65294.5799999999
2001.0,2001Q4,Children,Children Sports,"Ypsilon, Kids",240.0,5435.59999999999,9627.59999999999
2001.0,2001Q4,Clothes & Shoes,Clothes,Eclipse Clothing,5109.0,143526.2,288906.2
2001.0,2001Q4,Clothes & Shoes,Clothes,Green Tomato,301.0,8387.05,14447.0
2001.0,2001Q4,Clothes & Shoes,Clothes,Knitwear,1081.0,57290.4000000001,100126.899999999
2001.0,2001Q4,Clothes & Shoes,Clothes,LSF,601.0,29511.63,57776.28
2001.0,2001Q4,Clothes & Shoes,Clothes,Leisure,555.0,25857.2999999999,46757.8
2001.0,2001Q4,Clothes & Shoes,Clothes,Massif,67.0,10407.95,19864.2
2001.0,2001Q4,Clothes & Shoes,Clothes,Orion,1252.0,61809.5899999999,119149.44
2001.0,2001Q4,Clothes & Shoes,Clothes,Orion Clothing,766.0,20855.8099999999,40038.4599999999
2001.0,2001Q4,Clothes & Shoes,Clothes,Osprey,494.0,16170.54,27530.24
2001.0,2001Q4,Clothes & Shoes,Clothes,Shorts,133.0,2120.85,3773.39999999999
2001.0,2001Q4,Clothes & Shoes,Clothes,Stockings & Socks,526.0,4849.4,8220.50000000001
2001.0,2001Q4,Clothes & Shoes,Clothes,Street Wear,709.0,27466.3,47478.4
2001.0,2001Q4,Clothes & Shoes,Clothes,T-Shirts,333.0,5294.55,9501.2
2001.0,2001Q4,Clothes & Shoes,Clothes,Tracker Clothes,4409.0,118537.36,220603.16
2001.0,2001Q4,Clothes & Shoes,Clothes,Twain,105.0,14314.825,28059.075
2001.0,2001Q4,Clothes & Shoes,Shoes,Eclipse Shoes,4350.0,213616.019999999,430365.52
2001.0,2001Q4,Clothes & Shoes,Shoes,Shoes,2076.0,109573.319999999,204982.019999999
2001.0,2001Q4,Clothes & Shoes,Shoes,Tracker Shoes,2519.0,107357.869999999,197815.819999999
2001.0,2001Q4,Outdoors,Outdoors,Anoraks & Parkas,2705.0,213020.11,384412.26
2001.0,2001Q4,Outdoors,Outdoors,Backpacks,1152.0,83514.25,157175.9
2001.0,2001Q4,Outdoors,Outdoors,Gloves & Mittens,616.0,15519.95,26825.0999999999
2001.0,2001Q4,Outdoors,Outdoors,Knitted Accessories,437.0,5154.15,8839.79999999999
2001.0,2001Q4,Outdoors,Outdoors,Outdoor Gear,2240.0,96273.7499999994,170270.3
2001.0,2001Q4,Outdoors,Outdoors,Sleepingbags,2130.0,97837.9000000001,192715.900000001
2001.0,2001Q4,Outdoors,Outdoors,Tents,903.0,164364.95,334582.499999997
2001.0,2001Q4,Sports,Assorted Sports Articles,Assorted Sports articles,6295.0,223198.064999999,405814.764999999
2001.0,2001Q4,Sports,Assorted Sports Articles,Darts,2281.0,43525.9,74213.9
2001.0,2001Q4,Sports,Assorted Sports Articles,Petanque - Boule,476.0,11585.6999999999,20909.6999999999
2001.0,2001Q4,Sports,Assorted Sports Articles,Skates,2294.0,216547.15,450623.6
2001.0,2001Q4,Sports,Golf,Golf,2384.0,131487.17,270341.17
2001.0,2001Q4,Sports,Golf,Golf Clothes,780.0,64740.3399999999,88638.6899999998
2001.0,2001Q4,Sports,Indoor Sports,Fitness,619.0,59906.43,120162.18
2001.0,2001Q4,Sports,Indoor Sports,Gymnastic Clothing,349.0,9343.92999999999,16622.58
2001.0,2001Q4,Sports,Indoor Sports,Top Trim,298.0,30573.29,56340.64
2001.0,2001Q4,Sports,Racket Sports,Badminton,201.0,27969.9,36130.5999999999
2001.0,2001Q4,Sports,Racket Sports,Racket Sports,1148.0,103294.099999999,174245.8
2001.0,2001Q4,Sports,Racket Sports,Tennis,926.0,24122.98,41829.2299999999
2001.0,2001Q4,Sports,Running - Jogging,Jogging,1577.0,54408.74,96420.99
2001.0,2001Q4,Sports,Running - Jogging,Running Clothes,2432.0,57557.3900000001,104704.79
2001.0,2001Q4,Sports,Swim Sports,Bathing Suits,1332.0,28450.1,48542.0000000002
2001.0,2001Q4,Sports,Team Sports,American Football,710.0,9141.93,16828.5699999999
2001.0,2001Q4,Sports,Team Sports,Baseball,596.0,6059.43999999999,10620.94
2001.0,2001Q4,Sports,Team Sports,Basket Ball,222.0,2863.47999999999,4532.47999999999
2001.0,2001Q4,Sports,Team Sports,Soccer,2189.0,40565.1500000001,78920.0500000001
2001.0,2001Q4,Sports,Winter Sports,Ski Dress,1293.0,187396.14,329550.839999999
2001.0,2001Q4,Sports,Winter Sports,Winter Sports,2638.0,144591.3,261052.45
2002.0,2002Q1,Children,Children Sports,"A-Team, Kids",219.0,3799.3,6866.7
2002.0,2002Q1,Children,Children Sports,"Bathing Suits, Kids",92.0,1617.7,2801.6
2002.0,2002Q1,Children,Children Sports,"Eclipse, Kid's Clothes",538.0,9039.05000000001,18118.9
2002.0,2002Q1,Children,Children Sports,"Eclipse, Kid's Shoes",336.0,7298.25,14661.5
2002.0,2002Q1,Children,Children Sports,"Lucky Guy, Kids",280.0,6247.85000000001,11416.1999999999
2002.0,2002Q1,Children,Children Sports,"N.D. Gear, Kids",720.0,19528.5499999999,34897.5
2002.0,2002Q1,Children,Children Sports,"Olssons, Kids",218.0,1952.8,3269.69999999999
2002.0,2002Q1,Children,Children Sports,Orion Kid's Clothes,14.0,256.199999999999,515.9
2002.0,2002Q1,Children,Children Sports,"Osprey, Kids",465.0,7370.74999999998,13340.6999999999
2002.0,2002Q1,Children,Children Sports,Tracker Kid's Clothes,1184.0,21553.55,39517.4999999999
2002.0,2002Q1,Children,Children Sports,"Ypsilon, Kids",117.0,2475.5,4386.6
2002.0,2002Q1,Clothes & Shoes,Clothes,Eclipse Clothing,2740.0,77701.9500000001,155700.2
2002.0,2002Q1,Clothes & Shoes,Clothes,Green Tomato,168.0,4826.3,8045.5
2002.0,2002Q1,Clothes & Shoes,Clothes,Knitwear,1399.0,74232.53,129822.98
2002.0,2002Q1,Clothes & Shoes,Clothes,LSF,325.0,17010.2,32791.5999999999
2002.0,2002Q1,Clothes & Shoes,Clothes,Leisure,318.0,14147.2999999999,25626.2999999999
2002.0,2002Q1,Clothes & Shoes,Clothes,Massif,32.0,5100.15,9733.9
2002.0,2002Q1,Clothes & Shoes,Clothes,Orion,664.0,33389.0499999999,63403.4000000001
2002.0,2002Q1,Clothes & Shoes,Clothes,Orion Clothing,442.0,13076.1999999999,25009.4999999999
2002.0,2002Q1,Clothes & Shoes,Clothes,Osprey,241.0,7794.79999999999,13140.8999999999
2002.0,2002Q1,Clothes & Shoes,Clothes,Shorts,119.0,1665.75,2986.09999999999
2002.0,2002Q1,Clothes & Shoes,Clothes,Stockings & Socks,232.0,2174.49999999999,3692.39999999999
2002.0,2002Q1,Clothes & Shoes,Clothes,Street Wear,421.0,17592.8999999999,30401.4
2002.0,2002Q1,Clothes & Shoes,Clothes,T-Shirts,388.0,6514.8,11676.8999999999
2002.0,2002Q1,Clothes & Shoes,Clothes,Tracker Clothes,2520.0,68550.0,126096.499999999
2002.0,2002Q1,Clothes & Shoes,Clothes,Twain,67.0,9320.325,18284.725
2002.0,2002Q1,Clothes & Shoes,Shoes,Eclipse Shoes,4202.0,206316.9,415397.899999999
2002.0,2002Q1,Clothes & Shoes,Shoes,Shoes,1970.0,106128.049999999,196485.799999999
2002.0,2002Q1,Clothes & Shoes,Shoes,Tracker Shoes,2392.0,99121.0999999994,182536.9
2002.0,2002Q1,Outdoors,Outdoors,Anoraks & Parkas,3465.0,281997.689999999,503776.439999998
2002.0,2002Q1,Outdoors,Outdoors,Backpacks,655.0,43665.7499999998,82472.3999999999
2002.0,2002Q1,Outdoors,Outdoors,Gloves & Mittens,317.0,7515.8,13057.5
2002.0,2002Q1,Outdoors,Outdoors,Knitted Accessories,422.0,5040.01,8672.55999999999
2002.0,2002Q1,Outdoors,Outdoors,Outdoor Gear,2081.0,92439.3999999994,163232.9
2002.0,2002Q1,Outdoors,Outdoors,Sleepingbags,1759.0,81254.2999999998,159951.1
2002.0,2002Q1,Outdoors,Outdoors,Tents,818.0,151894.4,305813.899999999
2002.0,2002Q1,Sports,Assorted Sports Articles,Assorted Sports articles,4012.0,138444.649999999,250449.35
2002.0,2002Q1,Sports,Assorted Sports Articles,Darts,1226.0,23131.2,39433.4000000001
2002.0,2002Q1,Sports,Assorted Sports Articles,Petanque - Boule,411.0,10018.0499999999,18090.3999999999
2002.0,2002Q1,Sports,Assorted Sports Articles,Skates,1942.0,185717.9,384703.7
2002.0,2002Q1,Sports,Golf,Golf,1654.0,91135.3999999999,186606.4
2002.0,2002Q1,Sports,Golf,Golf Clothes,540.0,41645.9,58741.2
2002.0,2002Q1,Sports,Indoor Sports,Fitness,514.0,51669.1,102889.699999999
2002.0,2002Q1,Sports,Indoor Sports,Gymnastic Clothing,340.0,9255.72999999999,16431.18
2002.0,2002Q1,Sports,Indoor Sports,Top Trim,335.0,36919.0,66209.3
2002.0,2002Q1,Sports,Racket Sports,Badminton,125.0,13589.9,18493.3
2002.0,2002Q1,Sports,Racket Sports,Racket Sports,536.0,42952.1999999999,74189.5
2002.0,2002Q1,Sports,Racket Sports,Tennis,507.0,13208.9499999999,22737.5
2002.0,2002Q1,Sports,Running - Jogging,Jogging,1524.0,54407.9499999997,95039.5
2002.0,2002Q1,Sports,Running - Jogging,Running Clothes,2335.0,60493.1,108786.3
2002.0,2002Q1,Sports,Swim Sports,Bathing Suits,1194.0,25312.8,43163.8000000001
2002.0,2002Q1,Sports,Team Sports,American Football,364.0,5049.72000000001,8958.28
2002.0,2002Q1,Sports,Team Sports,Baseball,336.0,3053.6,5533.99999999999
2002.0,2002Q1,Sports,Team Sports,Basket Ball,173.0,2094.5,3415.04999999999
2002.0,2002Q1,Sports,Team Sports,Soccer,1288.0,24050.7500000001,46040.2
2002.0,2002Q1,Sports,Winter Sports,Ski Dress,1526.0,209548.909999999,372969.06
2002.0,2002Q1,Sports,Winter Sports,Winter Sports,2778.0,149387.884999999,265869.434999999
2002.0,2002Q2,Children,Children Sports,"A-Team, Kids",662.0,10525.6999999999,19016.0999999999
2002.0,2002Q2,Children,Children Sports,"Bathing Suits, Kids",271.0,4590.06,7932.61
2002.0,2002Q2,Children,Children Sports,"Eclipse, Kid's Clothes",1229.0,20736.21,41601.1599999999
2002.0,2002Q2,Children,Children Sports,"Eclipse, Kid's Shoes",805.0,16897.2099999999,34121.16
2002.0,2002Q2,Children,Children Sports,"Lucky Guy, Kids",599.0,14919.05,26997.2
2002.0,2002Q2,Children,Children Sports,"N.D. Gear, Kids",1823.0,47881.3799999998,85753.43
2002.0,2002Q2,Children,Children Sports,"Olssons, Kids",530.0,4854.95,8136.69999999999
2002.0,2002Q2,Children,Children Sports,Orion Kid's Clothes,39.0,774.0,1558.2
2002.0,2002Q2,Children,Children Sports,"Osprey, Kids",1010.0,16364.46,29534.06
2002.0,2002Q2,Children,Children Sports,Tracker Kid's Clothes,2895.0,52430.61,96240.0099999997
2002.0,2002Q2,Children,Children Sports,"Ypsilon, Kids",292.0,6469.34999999999,11463.8999999999
2002.0,2002Q2,Clothes & Shoes,Clothes,Eclipse Clothing,5866.0,168167.72,337558.92
2002.0,2002Q2,Clothes & Shoes,Clothes,Green Tomato,338.0,10033.4,16721.7999999999
2002.0,2002Q2,Clothes & Shoes,Clothes,Knitwear,947.0,48550.1500000001,84475.7999999999
2002.0,2002Q2,Clothes & Shoes,Clothes,LSF,624.0,32034.7999999999,61617.5
2002.0,2002Q2,Clothes & Shoes,Clothes,Leisure,571.0,24609.3499999999,44626.4999999999
2002.0,2002Q2,Clothes & Shoes,Clothes,Massif,81.0,12797.8,24425.3
2002.0,2002Q2,Clothes & Shoes,Clothes,Orion,1498.0,75422.69,144679.44
2002.0,2002Q2,Clothes & Shoes,Clothes,Orion Clothing,904.0,25612.5999999999,49193.0
2002.0,2002Q2,Clothes & Shoes,Clothes,Osprey,522.0,17857.45,30168.1
2002.0,2002Q2,Clothes & Shoes,Clothes,Shorts,233.0,3424.9,6123.89999999999
2002.0,2002Q2,Clothes & Shoes,Clothes,Stockings & Socks,454.0,4237.65,7166.6
2002.0,2002Q2,Clothes & Shoes,Clothes,Street Wear,834.0,33827.0599999999,58841.8600000001
2002.0,2002Q2,Clothes & Shoes,Clothes,T-Shirts,655.0,9840.43999999999,18140.0899999999
2002.0,2002Q2,Clothes & Shoes,Clothes,Tracker Clothes,5116.0,141852.22,261717.819999999
2002.0,2002Q2,Clothes & Shoes,Clothes,Twain,113.0,16144.5,31879.6
2002.0,2002Q2,Clothes & Shoes,Shoes,Eclipse Shoes,7060.0,347787.389999999,702804.590000001
2002.0,2002Q2,Clothes & Shoes,Shoes,Shoes,3175.0,172755.359999999,321354.26
2002.0,2002Q2,Clothes & Shoes,Shoes,Tracker Shoes,3917.0,162324.259999999,299897.210000001
2002.0,2002Q2,Outdoors,Outdoors,Anoraks & Parkas,2518.0,198058.319999999,355448.97
2002.0,2002Q2,Outdoors,Outdoors,Backpacks,1771.0,118116.269999999,226147.419999999
2002.0,2002Q2,Outdoors,Outdoors,Gloves & Mittens,309.0,7601.09999999999,13032.4
2002.0,2002Q2,Outdoors,Outdoors,Knitted Accessories,207.0,2458.3,4169.19999999999
2002.0,2002Q2,Outdoors,Outdoors,Outdoor Gear,5291.0,228632.379999998,406024.880000001
2002.0,2002Q2,Outdoors,Outdoors,Sleepingbags,4503.0,207331.1,408382.200000002
2002.0,2002Q2,Outdoors,Outdoors,Tents,1967.0,367242.2,737287.5
2002.0,2002Q2,Sports,Assorted Sports Articles,Assorted Sports articles,7591.0,275401.335,499683.684999998
2002.0,2002Q2,Sports,Assorted Sports Articles,Darts,1161.0,21719.5000000001,37003.3000000001
2002.0,2002Q2,Sports,Assorted Sports Articles,Petanque - Boule,1301.0,31578.0999999998,57075.0
2002.0,2002Q2,Sports,Assorted Sports Articles,Skates,5130.0,472707.619999999,996883.020000001
2002.0,2002Q2,Sports,Golf,Golf,3877.0,206982.119999999,431492.72
2002.0,2002Q2,Sports,Golf,Golf Clothes,1314.0,102988.059999999,144363.86
2002.0,2002Q2,Sports,Indoor Sports,Fitness,342.0,33548.2499999999,67608.6999999999
2002.0,2002Q2,Sports,Indoor Sports,Gymnastic Clothing,223.0,5821.19999999999,10262.7
2002.0,2002Q2,Sports,Indoor Sports,Top Trim,187.0,20542.55,36881.6999999999
2002.0,2002Q2,Sports,Racket Sports,Badminton,88.0,13079.85,16947.4
2002.0,2002Q2,Sports,Racket Sports,Racket Sports,977.0,78666.0999999997,134981.1
2002.0,2002Q2,Sports,Racket Sports,Tennis,1565.0,41115.7599999999,71241.1099999999
2002.0,2002Q2,Sports,Running - Jogging,Jogging,2406.0,87511.98,152897.88
2002.0,2002Q2,Sports,Running - Jogging,Running Clothes,3856.0,92467.7499999998,167118.65
2002.0,2002Q2,Sports,Swim Sports,Bathing Suits,3704.0,74303.54,127853.59
2002.0,2002Q2,Sports,Team Sports,American Football,1115.0,15111.25,27149.26
2002.0,2002Q2,Sports,Team Sports,Baseball,1008.0,10035.61,17746.6099999999
2002.0,2002Q2,Sports,Team Sports,Basket Ball,136.0,1683.44,2716.18999999999
2002.0,2002Q2,Sports,Team Sports,Soccer,3285.0,57621.61,112509.11
2002.0,2002Q2,Sports,Winter Sports,Ski Dress,516.0,74294.4999999999,130470.9
2002.0,2002Q2,Sports,Winter Sports,Winter Sports,1044.0,57669.5000000002,102459.399999999
2002.0,2002Q3,Children,Children Sports,"A-Team, Kids",656.0,10379.0199999999,19201.1699999999
2002.0,2002Q3,Children,Children Sports,"Bathing Suits, Kids",254.0,4179.1,7203.6
2002.0,2002Q3,Children,Children Sports,"Eclipse, Kid's Clothes",1474.0,23070.57,46540.32
2002.0,2002Q3,Children,Children Sports,"Eclipse, Kid's Shoes",921.0,19333.77,38968.4199999999
2002.0,2002Q3,Children,Children Sports,"Lucky Guy, Kids",709.0,17706.1,31897.8
2002.0,2002Q3,Children,Children Sports,"N.D. Gear, Kids",2165.0,58258.0099999999,104920.01
2002.0,2002Q3,Children,Children Sports,"Olssons, Kids",552.0,5173.3,8652.79999999999
2002.0,2002Q3,Children,Children Sports,Orion Kid's Clothes,35.0,714.2,1437.7
2002.0,2002Q3,Children,Children Sports,"Osprey, Kids",1167.0,19038.52,34494.3199999999
2002.0,2002Q3,Children,Children Sports,Tracker Kid's Clothes,3161.0,56038.4799999999,103788.879999999
2002.0,2002Q3,Children,Children Sports,"Ypsilon, Kids",348.0,7665.05,13582.1999999999
2002.0,2002Q3,Clothes & Shoes,Clothes,Eclipse Clothing,7064.0,196834.309999999,396453.86
2002.0,2002Q3,Clothes & Shoes,Clothes,Green Tomato,445.0,12981.81,21906.7099999999
2002.0,2002Q3,Clothes & Shoes,Clothes,Knitwear,792.0,38124.7999999999,66429.4
2002.0,2002Q3,Clothes & Shoes,Clothes,LSF,784.0,40188.4999999999,77302.5999999999
2002.0,2002Q3,Clothes & Shoes,Clothes,Leisure,748.0,34720.1199999999,62895.22
2002.0,2002Q3,Clothes & Shoes,Clothes,Massif,59.0,9217.9,17592.9
2002.0,2002Q3,Clothes & Shoes,Clothes,Orion,1707.0,83634.09,160370.19
2002.0,2002Q3,Clothes & Shoes,Clothes,Orion Clothing,1064.0,30805.8299999999,59242.2299999999
2002.0,2002Q3,Clothes & Shoes,Clothes,Osprey,594.0,19935.15,33889.1
2002.0,2002Q3,Clothes & Shoes,Clothes,Shorts,329.0,4347.53,8112.02999999999
2002.0,2002Q3,Clothes & Shoes,Clothes,Stockings & Socks,636.0,5789.23,9901.28
2002.0,2002Q3,Clothes & Shoes,Clothes,Street Wear,1093.0,42694.29,73876.59
2002.0,2002Q3,Clothes & Shoes,Clothes,T-Shirts,880.0,14872.3999999999,26607.8999999999
2002.0,2002Q3,Clothes & Shoes,Clothes,Tracker Clothes,6201.0,164058.97,304687.67
2002.0,2002Q3,Clothes & Shoes,Clothes,Twain,144.0,20598.675,40237.275
2002.0,2002Q3,Clothes & Shoes,Shoes,Eclipse Shoes,7239.0,361886.799999999,730896.25
2002.0,2002Q3,Clothes & Shoes,Shoes,Shoes,3345.0,183383.159999999,340427.959999999
2002.0,2002Q3,Clothes & Shoes,Shoes,Tracker Shoes,4060.0,166378.759999999,310101.61
2002.0,2002Q3,Outdoors,Outdoors,Anoraks & Parkas,1459.0,118857.649999999,211904.899999999
2002.0,2002Q3,Outdoors,Outdoors,Backpacks,1589.0,106178.859999999,200897.16
2002.0,2002Q3,Outdoors,Outdoors,Gloves & Mittens,346.0,8620.34999999999,14946.8
2002.0,2002Q3,Outdoors,Outdoors,Knitted Accessories,199.0,2452.65,4191.8
2002.0,2002Q3,Outdoors,Outdoors,Outdoor Gear,5204.0,219437.359999999,388148.51
2002.0,2002Q3,Outdoors,Outdoors,Sleepingbags,4209.0,194732.5,383720.800000002
2002.0,2002Q3,Outdoors,Outdoors,Tents,1806.0,329081.2,663071.099999998
2002.0,2002Q3,Sports,Assorted Sports Articles,Assorted Sports articles,9026.0,308778.400000001,563197.949999997
2002.0,2002Q3,Sports,Assorted Sports Articles,Darts,1219.0,23029.95,39242.9000000001
2002.0,2002Q3,Sports,Assorted Sports Articles,Petanque - Boule,1175.0,28291.6999999999,51226.5999999999
2002.0,2002Q3,Sports,Assorted Sports Articles,Skates,5102.0,474326.59,987167.940000002
2002.0,2002Q3,Sports,Golf,Golf,3917.0,206493.119999999,426945.32
2002.0,2002Q3,Sports,Golf,Golf Clothes,1302.0,102041.129999999,144497.53
2002.0,2002Q3,Sports,Indoor Sports,Fitness,604.0,57933.3,114688.999999999
2002.0,2002Q3,Sports,Indoor Sports,Gymnastic Clothing,394.0,10548.9499999999,18714.6999999999
2002.0,2002Q3,Sports,Indoor Sports,Top Trim,365.0,41909.4,75215.3
2002.0,2002Q3,Sports,Racket Sports,Badminton,144.0,17031.05,22909.2999999999
2002.0,2002Q3,Sports,Racket Sports,Racket Sports,1267.0,102938.199999999,178123.099999999
2002.0,2002Q3,Sports,Racket Sports,Tennis,1085.0,29572.93,51190.2299999999
2002.0,2002Q3,Sports,Running - Jogging,Jogging,2478.0,87310.2,152525.9
2002.0,2002Q3,Sports,Running - Jogging,Running Clothes,3997.0,95463.5399999998,174713.29
2002.0,2002Q3,Sports,Swim Sports,Bathing Suits,3649.0,73296.25,126817.95
2002.0,2002Q3,Sports,Team Sports,American Football,1417.0,17552.16,32824.09
2002.0,2002Q3,Sports,Team Sports,Baseball,1230.0,11490.69,20958.59
2002.0,2002Q3,Sports,Team Sports,Basket Ball,352.0,4347.51999999999,7021.91999999998
2002.0,2002Q3,Sports,Team Sports,Soccer,2706.0,48748.62,94286.9199999999
2002.0,2002Q3,Sports,Winter Sports,Ski Dress,505.0,75256.3999999999,131884.8
2002.0,2002Q3,Sports,Winter Sports,Winter Sports,933.0,52940.8500000001,93873.7499999998
2002.0,2002Q4,Children,Children Sports,"A-Team, Kids",779.0,13296.4199999999,24109.7199999999
2002.0,2002Q4,Children,Children Sports,"Bathing Suits, Kids",124.0,2234.15,3845.1
2002.0,2002Q4,Children,Children Sports,"Eclipse, Kid's Clothes",1386.0,22391.84,45032.84
2002.0,2002Q4,Children,Children Sports,"Eclipse, Kid's Shoes",828.0,17454.79,35329.9399999999
2002.0,2002Q4,Children,Children Sports,"Lucky Guy, Kids",731.0,17826.5,32316.7999999999
2002.0,2002Q4,Children,Children Sports,"N.D. Gear, Kids",2078.0,56768.4300000001,101752.279999999
2002.0,2002Q4,Children,Children Sports,"Olssons, Kids",597.0,5596.45,9458.89999999999
2002.0,2002Q4,Children,Children Sports,Orion Kid's Clothes,35.0,647.2,1303.19999999999
2002.0,2002Q4,Children,Children Sports,"Osprey, Kids",1170.0,18501.2599999999,33562.3599999999
2002.0,2002Q4,Children,Children Sports,Tracker Kid's Clothes,3124.0,56292.6299999997,104167.779999999
2002.0,2002Q4,Children,Children Sports,"Ypsilon, Kids",361.0,8154.14999999999,14452.0999999999
2002.0,2002Q4,Clothes & Shoes,Clothes,Eclipse Clothing,6358.0,180623.009999999,363695.560000002
